Sheet Name: Carriers

carrier_id: cedba817-bbfa-4736-96d3-6588736ea61d | carrier_name: Maersk 1 | carrier_type: Air | average_rating: 4.08 | fleet_size: 1635 | years_of_service: 19 | headquarters: Netherlands
carrier_id: 81464aa1-8703-4f7a-b270-98d68ca5f30d | carrier_name: DP World Logistics 1199 | carrier_type: Road | average_rating: 4.66 | fleet_size: 1404 | years_of_service: 29 | headquarters: South Korea
carrier_id: 3930c3a6-ead4-42da-9c5c-f9470f2d24c0 | carrier_name: MSC 1200 | carrier_type: Road | average_rating: 4.5 | fleet_size: 2436 | years_of_service: 14 | headquarters: South Korea
carrier_id: b051530f-fcf4-4aed-9a60-7a2798db8f48 | carrier_name: MSC 1201 | carrier_type: Air | average_rating: 4.65 | fleet_size: 1055 | years_of_service: 25 | headquarters: Germany
carrier_id: eb9443f0-34dc-4a04-941e-ca19e070d0a1 | carrier_name: DP World Logistics 1202 | carrier_type: Sea | average_rating: 4.71 | fleet_size: 795 | years_of_service: 23 | headquarters: Netherlands
carrier_id: 378a847a-85a6-4673-97d7-8f6c9f657d9f | carrier_name: DB Schenker 1203 | carrier_type: Air | average_rating: 4.32 | fleet_size: 2500 | years_of_service: 19 | headquarters: United Kingdom
carrier_id: d790ec3b-0cb3-4609-ab2a-57a4163f9265 | carrier_name: Blue Dart 1204 | carrier_type: Sea | average_rating: 4.15 | fleet_size: 2919 | years_of_service: 36 | headquarters: Japan
carrier_id: 33a29ebf-67fa-4701-865e-76ea7aff0641 | carrier_name: DB Schenker 1205 | carrier_type: Sea | average_rating: 3.68 | fleet_size: 4090 | years_of_service: 37 | headquarters: Netherlands
carrier_id: c81a0562-e015-4761-9bca-50dc9a50faab | carrier_name: DP World Logistics 1206 | carrier_type: Air | average_rating: 4.49 | fleet_size: 4085 | years_of_service: 33 | headquarters: Netherlands
carrier_id: 8b44de12-1e2a-4fa5-90ae-721f6db8c0d3 | carrier_name: Blue Dart 1207 | carrier_type: Sea | average_rating: 3.21 | fleet_size: 2254 | years_of_service: 20 | headquarters: Japan
carrier_id: 95476d89-cabb-465f-bb9b-14f925e89920 | carrier_name: Maersk 1208 | carrier_type: Road | average_rating: 3.55 | fleet_size: 457 | years_of_service: 29 | headquarters: United Kingdom
carrier_id: 09c1999e-3d66-481a-8c81-299f8bff3a92 | carrier_name: Emirates SkyCargo 1209 | carrier_type: Road | average_rating: 3.32 | fleet_size: 1303 | years_of_service: 14 | headquarters: South Korea
carrier_id: 0af360b6-e3ba-4a50-9229-245dbee60fcb | carrier_name: DB Schenker 1210 | carrier_type: Road | average_rating: 4.8 | fleet_size: 3598 | years_of_service: 27 | headquarters: Germany
carrier_id: 939c3a3a-8865-4349-b420-e6c27ac1d4bb | carrier_name: DP World Logistics 1211 | carrier_type: Road | average_rating: 4.36 | fleet_size: 888 | years_of_service: 5 | headquarters: India
carrier_id: 005a76da-3f0a-4725-8c6f-31d2fa49bfa9 | carrier_name: Allcargo Express 1212 | carrier_type: Sea | average_rating: 3.7 | fleet_size: 361 | years_of_service: 34 | headquarters: UAE
carrier_id: 19ef4233-6642-4065-8aee-0d059d130046 | carrier_name: DHL 1213 | carrier_type: Sea | average_rating: 3.67 | fleet_size: 3365 | years_of_service: 30 | headquarters: UAE
carrier_id: f185ad8a-713f-4047-ac07-831267c2a33c | carrier_name: DB Schenker 1214 | carrier_type: Sea | average_rating: 4.35 | fleet_size: 3869 | years_of_service: 14 | headquarters: Germany
carrier_id: 7382b015-c786-427a-aac0-50da95a17513 | carrier_name: Hapag-Lloyd 1215 | carrier_type: Road | average_rating: 4.36 | fleet_size: 250 | years_of_service: 34 | headquarters: China
carrier_id: 9ab58456-6ebb-4a2b-bfee-9cf7fb305f12 | carrier_name: DP World Logistics 1216 | carrier_type: Road | average_rating: 4.1 | fleet_size: 2971 | years_of_service: 37 | headquarters: Japan
carrier_id: 1753ca13-4b34-4b80-ae39-7ffe494fa322 | carrier_name: Allcargo Express 1217 | carrier_type: Air | average_rating: 3.81 | fleet_size: 1399 | years_of_service: 20 | headquarters: UAE
carrier_id: e2593cf5-84eb-4412-a6b5-77abb7e9d194 | carrier_name: MSC 1218 | carrier_type: Air | average_rating: 3.91 | fleet_size: 31 | years_of_service: 19 | headquarters: United States
carrier_id: bc1ee29d-5313-42c4-82d4-d4ea9e4eccb7 | carrier_name: Hapag-Lloyd 1219 | carrier_type: Sea | average_rating: 3.96 | fleet_size: 4019 | years_of_service: 37 | headquarters: South Korea
carrier_id: de43a21b-9528-45fc-8bdb-12f446fddb9d | carrier_name: Maersk 1220 | carrier_type: Sea | average_rating: 4.5 | fleet_size: 3342 | years_of_service: 5 | headquarters: United States
carrier_id: 214fe649-f299-40df-a082-670f10a134fa | carrier_name: Maersk 1221 | carrier_type: Sea | average_rating: 3.5 | fleet_size: 2493 | years_of_service: 20 | headquarters: Germany
carrier_id: 8c365a86-2ba6-4abc-8a39-5dab7299d0bd | carrier_name: CMA CGM 1222 | carrier_type: Sea | average_rating: 4.55 | fleet_size: 1472 | years_of_service: 38 | headquarters: Netherlands
carrier_id: 06dcacde-50a0-4d99-8651-dd9359698af6 | carrier_name: Allcargo Express 1223 | carrier_type: Rail | average_rating: 3.28 | fleet_size: 3533 | years_of_service: 3 | headquarters: United States
carrier_id: dfba88ac-5c0d-479a-b410-b8116f134fef | carrier_name: Kuehne Nagel 1224 | carrier_type: Road | average_rating: 3.12 | fleet_size: 1993 | years_of_service: 18 | headquarters: Japan
carrier_id: f80a113b-f0be-4985-a2aa-1a58ee90dfd3 | carrier_name: Emirates SkyCargo 1225 | carrier_type: Sea | average_rating: 4.5 | fleet_size: 3258 | years_of_service: 31 | headquarters: United Kingdom
carrier_id: 307e9bed-e3f1-45d0-bf3a-3b78c81f97e1 | carrier_name: DB Schenker 1226 | carrier_type: Sea | average_rating: 3.76 | fleet_size: 2597 | years_of_service: 14 | headquarters: Netherlands
carrier_id: 100ba6d9-e94a-4378-92f8-67902d850ed9 | carrier_name: FedEx 1227 | carrier_type: Air | average_rating: 4.59 | fleet_size: 1777 | years_of_service: 3 | headquarters: India
carrier_id: 4d4c5812-b19d-4e33-9b68-e3615849e9df | carrier_name: Allcargo Express 1228 | carrier_type: Sea | average_rating: 3.75 | fleet_size: 1810 | years_of_service: 11 | headquarters: China
carrier_id: aba4a267-248b-4e5b-bf55-461645f06aa8 | carrier_name: MSC 1229 | carrier_type: Sea | average_rating: 4.09 | fleet_size: 2881 | years_of_service: 20 | headquarters: India
carrier_id: f6260e9d-99f4-4d1d-a0f3-8b796b388f4d | carrier_name: DP World Logistics 1230 | carrier_type: Sea | average_rating: 3.37 | fleet_size: 47 | years_of_service: 17 | headquarters: Japan
carrier_id: 3f8bf486-d1df-4756-bfa3-3bacac167b6c | carrier_name: Maersk 1231 | carrier_type: Air | average_rating: 4.42 | fleet_size: 1832 | years_of_service: 10 | headquarters: United States
carrier_id: befcd7db-590b-4423-9fe8-d8e4c8ee0994 | carrier_name: FedEx 1232 | carrier_type: Sea | average_rating: 4.73 | fleet_size: 1618 | years_of_service: 12 | headquarters: South Korea
carrier_id: 9d397eec-46e2-4645-b04c-0da6abe4627d | carrier_name: Allcargo Express 1233 | carrier_type: Road | average_rating: 4.44 | fleet_size: 2312 | years_of_service: 36 | headquarters: South Korea
carrier_id: 3e2db4d6-4665-418b-952f-8f395eb68ac6 | carrier_name: Kuehne Nagel 1234 | carrier_type: Road | average_rating: 3.25 | fleet_size: 3264 | years_of_service: 7 | headquarters: United Kingdom
carrier_id: df1e3bd3-56dc-47a6-a374-72c0ea27b151 | carrier_name: Blue Dart 1235 | carrier_type: Sea | average_rating: 3.51 | fleet_size: 2055 | years_of_service: 33 | headquarters: United States
carrier_id: 50f4f8d6-2f0c-4528-a380-7fbda9ffc6dc | carrier_name: CMA CGM 1236 | carrier_type: Road | average_rating: 3.59 | fleet_size: 3561 | years_of_service: 18 | headquarters: Singapore
carrier_id: b6877da1-5cd4-49b5-84f6-988a94cadc9c | carrier_name: Hapag-Lloyd 1237 | carrier_type: Air | average_rating: 4.74 | fleet_size: 2030 | years_of_service: 23 | headquarters: South Korea
carrier_id: ed4f5b2a-ce53-4e5f-9f95-01cbcb83930e | carrier_name: DB Schenker 1238 | carrier_type: Rail | average_rating: 4.74 | fleet_size: 3518 | years_of_service: 7 | headquarters: India
carrier_id: 35751f2a-3479-4a2c-a009-c0867564a715 | carrier_name: Kuehne Nagel 1239 | carrier_type: Sea | average_rating: 4.18 | fleet_size: 1410 | years_of_service: 3 | headquarters: Germany
carrier_id: 793430d9-3b72-4d50-9a52-989e8b518640 | carrier_name: Maersk 1240 | carrier_type: Sea | average_rating: 3.59 | fleet_size: 3016 | years_of_service: 38 | headquarters: Singapore
carrier_id: e3d3eb51-be7a-4a20-b8ae-d9429a51ac1a | carrier_name: Hapag-Lloyd 1241 | carrier_type: Air | average_rating: 4.67 | fleet_size: 3433 | years_of_service: 5 | headquarters: United Kingdom
carrier_id: cd1ae363-cc2f-42ef-9a3a-ef0656c3ea01 | carrier_name: Hapag-Lloyd 1242 | carrier_type: Air | average_rating: 4.1 | fleet_size: 3656 | years_of_service: 4 | headquarters: Netherlands
carrier_id: f10a6dfd-f58e-42aa-90f7-dc08206488b3 | carrier_name: Emirates SkyCargo 1243 | carrier_type: Sea | average_rating: 3.61 | fleet_size: 1598 | years_of_service: 33 | headquarters: Singapore
carrier_id: 6033e415-79e2-4b5a-93ae-8c8dd45b3015 | carrier_name: Maersk 1244 | carrier_type: Road | average_rating: 4.84 | fleet_size: 260 | years_of_service: 21 | headquarters: United Kingdom
carrier_id: 57c5c16d-1136-4577-bf10-e49e076a7b67 | carrier_name: Emirates SkyCargo 1245 | carrier_type: Air | average_rating: 3.58 | fleet_size: 2239 | years_of_service: 14 | headquarters: Germany
carrier_id: 3cca501a-3278-4561-a88d-9f554401ab84 | carrier_name: Maersk 1246 | carrier_type: Road | average_rating: 3.74 | fleet_size: 2959 | years_of_service: 37 | headquarters: India
carrier_id: fecdff0e-6c88-4a3b-8dfb-0d411f02be35 | carrier_name: Emirates SkyCargo 1247 | carrier_type: Air | average_rating: 4.78 | fleet_size: 569 | years_of_service: 28 | headquarters: India
carrier_id: 3f3ac883-5e24-4c99-9b79-2d427bb60a74 | carrier_name: Maersk 1248 | carrier_type: Sea | average_rating: 4.55 | fleet_size: 2128 | years_of_service: 20 | headquarters: UAE
carrier_id: e8f52c59-5217-41d9-b8ff-22786645ed6d | carrier_name: DB Schenker 1249 | carrier_type: Air | average_rating: 4.0 | fleet_size: 589 | years_of_service: 36 | headquarters: United States
carrier_id: 6aea3854-05c2-4ec2-b141-4f1dd6d8fc9f | carrier_name: DP World Logistics 1250 | carrier_type: Sea | average_rating: 4.61 | fleet_size: 1507 | years_of_service: 10 | headquarters: South Korea
carrier_id: 5eacefc0-5f5e-4f2f-a481-e3e02dde7940 | carrier_name: Maersk 1251 | carrier_type: Sea | average_rating: 3.97 | fleet_size: 34 | years_of_service: 29 | headquarters: India
carrier_id: cb756966-928b-4aa2-a3cd-157d5cc3f500 | carrier_name: Hapag-Lloyd 1252 | carrier_type: Sea | average_rating: 4.11 | fleet_size: 3263 | years_of_service: 33 | headquarters: Netherlands
carrier_id: 78695e4a-a33c-49e6-8937-5e036077faec | carrier_name: Hapag-Lloyd 1253 | carrier_type: Air | average_rating: 3.3 | fleet_size: 83 | years_of_service: 27 | headquarters: United States
carrier_id: 76c9c67b-7958-4877-a2d1-5bc741cd9fce | carrier_name: Hapag-Lloyd 1254 | carrier_type: Sea | average_rating: 4.03 | fleet_size: 1546 | years_of_service: 30 | headquarters: China
carrier_id: 006f9f62-4802-42df-ade1-5e413e1920ce | carrier_name: DP World Logistics 1255 | carrier_type: Sea | average_rating: 3.15 | fleet_size: 3928 | years_of_service: 27 | headquarters: United States
carrier_id: 07dd020d-b9ae-4936-8614-e269432275b4 | carrier_name: Blue Dart 1256 | carrier_type: Rail | average_rating: 3.68 | fleet_size: 2807 | years_of_service: 18 | headquarters: Germany
carrier_id: ecfd3d74-a174-49e9-b1c0-9c4e600d3b38 | carrier_name: Kuehne Nagel 1257 | carrier_type: Road | average_rating: 3.26 | fleet_size: 4114 | years_of_service: 31 | headquarters: South Korea
carrier_id: 2f4ef03a-c84c-41b7-bcda-3229f2b84b81 | carrier_name: FedEx 1258 | carrier_type: Road | average_rating: 4.3 | fleet_size: 2307 | years_of_service: 14 | headquarters: Singapore
carrier_id: 6dd36dd5-b631-482a-be19-b2cc49db640a | carrier_name: Maersk 1259 | carrier_type: Sea | average_rating: 4.01 | fleet_size: 3620 | years_of_service: 18 | headquarters: UAE
carrier_id: d9168b02-4cf8-48b5-91e8-5f8c3a1ad99a | carrier_name: CMA CGM 1260 | carrier_type: Sea | average_rating: 3.87 | fleet_size: 1882 | years_of_service: 15 | headquarters: Germany
carrier_id: 5570acd1-123d-48ba-962c-91d6d0afbc90 | carrier_name: Blue Dart 1261 | carrier_type: Sea | average_rating: 3.79 | fleet_size: 2994 | years_of_service: 33 | headquarters: Japan
carrier_id: f0a80dbd-b450-48af-abdf-14063a9e6bda | carrier_name: DP World Logistics 1262 | carrier_type: Road | average_rating: 4.65 | fleet_size: 3358 | years_of_service: 8 | headquarters: Netherlands
carrier_id: 2eb6b109-5f4c-4447-ba8f-9460a71c48a9 | carrier_name: MSC 1263 | carrier_type: Road | average_rating: 4.33 | fleet_size: 230 | years_of_service: 32 | headquarters: India
carrier_id: a3212b53-ac26-49c2-a30e-16f8d42f7662 | carrier_name: MSC 1264 | carrier_type: Road | average_rating: 4.55 | fleet_size: 3638 | years_of_service: 35 | headquarters: Singapore
carrier_id: 212854a7-10b1-43c7-bd56-b3e4ee6c765d | carrier_name: FedEx 1265 | carrier_type: Road | average_rating: 3.95 | fleet_size: 2102 | years_of_service: 20 | headquarters: Singapore
carrier_id: aa8e2b58-828c-4c1a-ab88-65cfa31681e9 | carrier_name: DHL 1266 | carrier_type: Road | average_rating: 3.66 | fleet_size: 3883 | years_of_service: 19 | headquarters: Netherlands
carrier_id: b0fa4a81-5c70-44c2-ae48-ea32d345cd61 | carrier_name: Allcargo Express 1267 | carrier_type: Sea | average_rating: 4.73 | fleet_size: 3062 | years_of_service: 26 | headquarters: United States
carrier_id: 5be1c2b8-8800-47c9-98ba-061e752a6614 | carrier_name: Maersk 1268 | carrier_type: Sea | average_rating: 4.76 | fleet_size: 3512 | years_of_service: 8 | headquarters: Singapore
carrier_id: 323c579f-e8fe-4e44-8e89-74348a971800 | carrier_name: Allcargo Express 1269 | carrier_type: Sea | average_rating: 3.77 | fleet_size: 1465 | years_of_service: 17 | headquarters: Germany
carrier_id: 87811bb6-5070-425c-8ca9-e4009d10fafa | carrier_name: DHL 1270 | carrier_type: Sea | average_rating: 3.57 | fleet_size: 3115 | years_of_service: 3 | headquarters: Singapore
carrier_id: 531b56fe-1056-4280-9f93-f3afb107af93 | carrier_name: DB Schenker 1271 | carrier_type: Sea | average_rating: 3.57 | fleet_size: 3745 | years_of_service: 17 | headquarters: UAE
carrier_id: f53229a8-6494-45c3-84f9-bb68a0632707 | carrier_name: Maersk 1272 | carrier_type: Sea | average_rating: 4.41 | fleet_size: 1397 | years_of_service: 20 | headquarters: United Kingdom
carrier_id: 6ea76ef8-a939-4d8a-b331-281c91ea4426 | carrier_name: DHL 1273 | carrier_type: Air | average_rating: 3.15 | fleet_size: 1281 | years_of_service: 8 | headquarters: Japan
carrier_id: 8450a981-9335-4ee0-ae8a-a00a921d14ea | carrier_name: Hapag-Lloyd 1274 | carrier_type: Road | average_rating: 3.27 | fleet_size: 2919 | years_of_service: 17 | headquarters: United Kingdom
carrier_id: 1e03fe26-2272-4405-a202-eaa666e1f71c | carrier_name: Hapag-Lloyd 1275 | carrier_type: Road | average_rating: 3.95 | fleet_size: 700 | years_of_service: 26 | headquarters: South Korea
carrier_id: c3e8f2c6-1630-4a25-aa82-e26a8559bd7f | carrier_name: Maersk 1276 | carrier_type: Sea | average_rating: 3.64 | fleet_size: 1878 | years_of_service: 12 | headquarters: China
carrier_id: 6024426e-706b-4551-9064-51ece329b20e | carrier_name: Maersk 1277 | carrier_type: Road | average_rating: 4.73 | fleet_size: 321 | years_of_service: 4 | headquarters: Netherlands
carrier_id: 903f8878-709d-44b5-813f-57487cec7bbc | carrier_name: Hapag-Lloyd 1278 | carrier_type: Sea | average_rating: 4.76 | fleet_size: 1577 | years_of_service: 28 | headquarters: UAE
carrier_id: f356d296-9aa6-4c49-9d8b-a68150061849 | carrier_name: DP World Logistics 1279 | carrier_type: Sea | average_rating: 4.05 | fleet_size: 3802 | years_of_service: 8 | headquarters: UAE
carrier_id: 68e7017e-4cb9-456a-bc59-663803fb63ab | carrier_name: CMA CGM 1280 | carrier_type: Sea | average_rating: 4.08 | fleet_size: 2201 | years_of_service: 16 | headquarters: Germany
carrier_id: ad2e6b6c-7e98-4da7-a89f-e93a0a2278dc | carrier_name: Hapag-Lloyd 1281 | carrier_type: Road | average_rating: 3.96 | fleet_size: 1943 | years_of_service: 29 | headquarters: China
carrier_id: a1be0dd3-ef89-43ca-9841-e701bf4139a6 | carrier_name: DB Schenker 1282 | carrier_type: Sea | average_rating: 4.75 | fleet_size: 2213 | years_of_service: 24 | headquarters: South Korea
carrier_id: 47f41b57-ff19-424b-8fa1-d9f27f648c66 | carrier_name: CMA CGM 1283 | carrier_type: Sea | average_rating: 4.06 | fleet_size: 4014 | years_of_service: 15 | headquarters: China
carrier_id: 81d38fe5-0413-4d2b-bde4-f690db179875 | carrier_name: FedEx 1284 | carrier_type: Sea | average_rating: 3.31 | fleet_size: 2225 | years_of_service: 25 | headquarters: United States
carrier_id: 317f9b5f-259d-4424-b747-ec2939dfb096 | carrier_name: Maersk 1285 | carrier_type: Rail | average_rating: 4.35 | fleet_size: 1194 | years_of_service: 17 | headquarters: Germany
carrier_id: fbd5c1d4-8238-4f38-9d1e-9dfecaaf6831 | carrier_name: DB Schenker 1286 | carrier_type: Rail | average_rating: 4.66 | fleet_size: 4193 | years_of_service: 13 | headquarters: Singapore
carrier_id: 71cc7344-5ac5-48c2-8448-fc3279b2baf4 | carrier_name: Emirates SkyCargo 1287 | carrier_type: Road | average_rating: 3.92 | fleet_size: 2158 | years_of_service: 23 | headquarters: United Kingdom
carrier_id: 601a03c5-2123-478f-adb4-5f951d3b918c | carrier_name: MSC 1288 | carrier_type: Sea | average_rating: 4.54 | fleet_size: 1015 | years_of_service: 26 | headquarters: United States
carrier_id: ae032c63-cc14-4f79-85f6-1c06ce395c49 | carrier_name: Maersk 1289 | carrier_type: Rail | average_rating: 3.84 | fleet_size: 3339 | years_of_service: 33 | headquarters: India
carrier_id: 131b338f-af5a-4417-8e65-77ec49af1920 | carrier_name: DB Schenker 1290 | carrier_type: Sea | average_rating: 3.59 | fleet_size: 2858 | years_of_service: 31 | headquarters: UAE
carrier_id: 8cc90dbc-d546-40be-b347-32d3145a11db | carrier_name: Maersk 1291 | carrier_type: Air | average_rating: 4.88 | fleet_size: 2661 | years_of_service: 10 | headquarters: Singapore
carrier_id: 2eb8097b-b51e-45a2-9d4b-514c8091a3f8 | carrier_name: Allcargo Express 1292 | carrier_type: Sea | average_rating: 3.86 | fleet_size: 2671 | years_of_service: 6 | headquarters: India
carrier_id: e853fb73-d868-4e49-846c-38359cb1b343 | carrier_name: CMA CGM 1293 | carrier_type: Road | average_rating: 3.26 | fleet_size: 1582 | years_of_service: 20 | headquarters: Japan
carrier_id: 86d0bf67-29e1-49e9-a7ab-da76651a5058 | carrier_name: Kuehne Nagel 1294 | carrier_type: Sea | average_rating: 4.7 | fleet_size: 3053 | years_of_service: 29 | headquarters: Germany
carrier_id: ddd22eb9-c5fd-47f1-9ec2-fd2a5b469c28 | carrier_name: Blue Dart 1295 | carrier_type: Sea | average_rating: 4.15 | fleet_size: 3638 | years_of_service: 31 | headquarters: India
carrier_id: bae58a01-2e31-4597-a833-3144d581a1fd | carrier_name: Maersk 1296 | carrier_type: Sea | average_rating: 3.69 | fleet_size: 1575 | years_of_service: 9 | headquarters: India
carrier_id: 8d7c4f95-63aa-4e29-896b-e36281068cdd | carrier_name: Maersk 1297 | carrier_type: Sea | average_rating: 3.14 | fleet_size: 2182 | years_of_service: 31 | headquarters: Japan
carrier_id: feae86c2-cba6-4134-88b5-aed86e5e8ee8 | carrier_name: DHL 1298 | carrier_type: Sea | average_rating: 4.57 | fleet_size: 2586 | years_of_service: 10 | headquarters: United Kingdom
