Sheet Name: AI_Inference_Log

inference_id: 095fcec2-7a82-43af-9b05-26769481008d | shipment_id: 5fd50c5c-973f-43bc-a629-06e4b5cd541b | model_id: a516984e-2c08-4916-847c-7fe4e5e6164f | prediction_timestamp: 2026-01-01 17:27:00 | delay_probability: 0.06664 | risk_category: Low | latency_ms: 486
inference_id: b0c922e1-73c7-4edb-875e-3caf1c61b99a | shipment_id: f4c7a03a-c017-471c-afb2-71a24bf0d250 | model_id: 9f346ba7-3697-40b0-b430-17c3ddde81ca | prediction_timestamp: 2026-03-10 17:32:00 | delay_probability: 0.38494 | risk_category: Medium | latency_ms: 443
inference_id: d06cf9cf-69fc-4640-8f1f-18cc95cc2ea3 | shipment_id: 8f607bda-4df7-4544-8bdd-28b20179538d | model_id: 8073d79c-5f83-4236-8a35-a7d17331deae | prediction_timestamp: 2026-03-19 09:06:00 | delay_probability: 0.25922 | risk_category: Low | latency_ms: 249
inference_id: ba19eae6-8b9e-48f9-93c2-87dad4593931 | shipment_id: 16cec497-8deb-49ae-acd9-ede80a53be5d | model_id: 159dd378-45da-458e-9a8e-4b05145ae27c | prediction_timestamp: 2025-04-25 12:30:00 | delay_probability: 0.04217 | risk_category: Low | latency_ms: 399
inference_id: 39753a2e-82c7-4ff6-8488-6f6ff1ab88b4 | shipment_id: 5d102dbb-cec2-4692-bf8e-366915d7f3e1 | model_id: 95650bbb-b161-4f77-868d-593e41d452f6 | prediction_timestamp: 2025-05-02 12:15:00 | delay_probability: 0.47612 | risk_category: Medium | latency_ms: 628
inference_id: eb1957fa-d212-4d10-837b-2ede051ff7a3 | shipment_id: 1b8a71aa-bf0a-4fb3-90f4-5c8dc7328fe4 | model_id: 8fa28b72-3dbc-43a2-a08e-c6bb8d079269 | prediction_timestamp: 2025-07-22 17:17:00 | delay_probability: 0.10146 | risk_category: Low | latency_ms: 619
inference_id: 01811ecf-de24-4755-996b-bc3147de5b0b | shipment_id: 2c17aa39-be71-417c-bf82-0850ba033210 | model_id: 1d3c079f-8044-4332-9563-33bb8750f9c1 | prediction_timestamp: 2025-05-22 20:39:00 | delay_probability: 0.43802 | risk_category: Medium | latency_ms: 210
inference_id: 9d0ef508-99b4-4dfa-8e82-dd216b1b4013 | shipment_id: 9b4c6427-a3a9-4acd-b730-9dd6a930c3f2 | model_id: f4f0d80c-9ca6-4170-a482-de00d94db66d | prediction_timestamp: 2025-09-14 15:11:00 | delay_probability: 0.08729 | risk_category: Low | latency_ms: 666
inference_id: 42126fd9-8b96-41b1-95b0-6fa514c73067 | shipment_id: 5c68a72a-64ff-43c9-907a-29afc5e53eff | model_id: 00983ef8-02d0-4c72-bdaf-182b3cd55793 | prediction_timestamp: 2025-02-25 13:00:00 | delay_probability: 0.015 | risk_category: Low | latency_ms: 534
inference_id: 6da40f00-2014-41c3-8442-71458708d35a | shipment_id: a9772910-a068-4b69-9347-adf6b6d9c83d | model_id: ba8f1ca9-7ea9-4680-a5a5-9bd9eaf81237 | prediction_timestamp: 2026-02-03 15:54:00 | delay_probability: 0.51206 | risk_category: Medium | latency_ms: 727
inference_id: 5d32596d-0e96-49d1-be79-b00d99e5d877 | shipment_id: 4280eb52-fbc5-41d8-a4fd-b5eec168ad0e | model_id: 40d00c81-b739-493f-8117-113345f83678 | prediction_timestamp: 2025-08-31 12:45:00 | delay_probability: 0.05653 | risk_category: Low | latency_ms: 722
inference_id: adfd957c-ba39-44cb-a755-ca9c3d53fd8f | shipment_id: 9c5cbd5b-ca11-48cc-ad9c-78dacba8aea8 | model_id: 9c56a53f-e762-453e-975e-694bfef04957 | prediction_timestamp: 2025-08-18 14:37:00 | delay_probability: 0.13318 | risk_category: Low | latency_ms: 209
inference_id: 583b4f18-b67e-4b5c-b1bd-0a2874ea31fb | shipment_id: f4b9c18f-51b6-4b3a-a1d5-a6f593c588da | model_id: 3c192650-5baf-4a30-bfa9-1fcc92fabf54 | prediction_timestamp: 2025-06-27 11:01:00 | delay_probability: 0.24505 | risk_category: Low | latency_ms: 359
inference_id: 15f02aaa-6e72-46a7-8d62-c36162e97b7d | shipment_id: ffe37cab-965a-4811-a29f-09ba11c95a5b | model_id: a7453322-4c43-4550-af28-a0e1e49911c1 | prediction_timestamp: 2025-01-18 20:45:00 | delay_probability: 0.1666 | risk_category: Low | latency_ms: 646
inference_id: 005e3225-741f-4b6c-9b32-75ebb287c7fc | shipment_id: 823d2e85-1e0a-4cd2-8652-eea1028d2bf9 | model_id: d4df57d2-3182-4012-859a-f20e1d8474ea | prediction_timestamp: 2025-03-03 20:20:00 | delay_probability: 0.47101 | risk_category: Medium | latency_ms: 302
inference_id: 3f3e652c-61d7-4aed-8ae1-078792449ee9 | shipment_id: 7959d668-d63f-4b5e-b535-4011d5a6c44c | model_id: dc725c31-224d-41e6-84ae-d569d8bb2c5a | prediction_timestamp: 2025-05-04 12:07:00 | delay_probability: 0.25644 | risk_category: Low | latency_ms: 356
inference_id: b86f5981-4ab9-4202-b66a-e77afe90f683 | shipment_id: 2f849fdf-24c3-48c6-a45a-ae00695d821e | model_id: fe0cbbe4-4e92-45ad-bff8-736459ebdf59 | prediction_timestamp: 2025-08-15 13:31:00 | delay_probability: 0.17369 | risk_category: Low | latency_ms: 60
inference_id: 4cd00b09-6405-49cb-a68f-2f016e050624 | shipment_id: 445c0d86-34dd-491f-b99e-893af893a842 | model_id: 21d0d1f3-d542-40b3-9044-ffaa2631675c | prediction_timestamp: 2026-01-29 18:42:00 | delay_probability: 0.2509 | risk_category: Low | latency_ms: 107
inference_id: 5f1692b8-e979-430c-8e6c-2584a1143e56 | shipment_id: 3d7430cb-b312-429f-9c6d-b4cfe2b83c31 | model_id: a81711bc-3f57-45e0-980e-e10c315c25e5 | prediction_timestamp: 2025-01-18 19:30:00 | delay_probability: 0.47636 | risk_category: Medium | latency_ms: 113
inference_id: 2dc3ec70-8b66-4867-933d-69777c579424 | shipment_id: 70731287-45af-4b5e-af67-0eb92059f9a8 | model_id: 8e7cb8bc-6148-438d-a156-61c9e7c7a486 | prediction_timestamp: 2025-09-22 20:56:00 | delay_probability: 0.48005 | risk_category: Medium | latency_ms: 382
inference_id: 99083597-3e65-4b3b-8a67-8cc20c67aa93 | shipment_id: 35124c84-be08-4d05-88ae-36ef19473585 | model_id: 65872585-b2f4-40c5-93f6-b33c4733032b | prediction_timestamp: 2025-12-25 16:28:00 | delay_probability: 0.34605 | risk_category: Medium | latency_ms: 128
inference_id: f6ad5919-5800-4b43-8fb6-a5156535b24b | shipment_id: f1f00894-dc0f-4df2-9870-8dbbbba6d946 | model_id: bf59934a-caac-454f-a913-eeabb585075d | prediction_timestamp: 2025-08-08 09:02:00 | delay_probability: 0.41449 | risk_category: Medium | latency_ms: 548
inference_id: 61ae1286-5216-4670-9f42-3ef818b7440e | shipment_id: 9a576b0d-1104-4d10-aef2-c5e67f431bff | model_id: 9f346ba7-3697-40b0-b430-17c3ddde81ca | prediction_timestamp: 2025-02-04 17:27:00 | delay_probability: 0.16267 | risk_category: Low | latency_ms: 308
inference_id: 261d8240-a09c-43cf-9d40-86e229ca987b | shipment_id: b974f884-9538-496f-9e4b-690d492d30d5 | model_id: b29bc5a5-59b5-49bf-ad0c-14bad0b54cab | prediction_timestamp: 2026-03-29 21:11:00 | delay_probability: 0.11796 | risk_category: Low | latency_ms: 102
inference_id: 95ab3147-a4e6-4c32-99a7-febd2e661b14 | shipment_id: 11ec00a0-2d98-4fb0-8394-e6bd30b578de | model_id: f9516056-7345-416a-b0f0-3d945ab7f288 | prediction_timestamp: 2025-05-19 19:06:00 | delay_probability: 0.13762 | risk_category: Low | latency_ms: 691
inference_id: c9bd8517-d478-48f0-8135-eabe4749d9aa | shipment_id: ef8084b7-7745-4059-a0e7-900d7f9bd65b | model_id: 6cf4e34e-fe06-4865-9c21-c7f1e83cf39f | prediction_timestamp: 2025-06-17 08:36:00 | delay_probability: 0.14649 | risk_category: Low | latency_ms: 554
inference_id: ed96c947-f4be-43f1-bb3d-08692c811883 | shipment_id: 43c9bdcb-1299-4938-8c02-236ad0b0d128 | model_id: a0296438-7372-40a1-8f0c-51c4151ebd69 | prediction_timestamp: 2025-08-30 20:54:00 | delay_probability: 0.05917 | risk_category: Low | latency_ms: 108
inference_id: 7d6890d1-8c44-451e-a34c-f3dd148d7fde | shipment_id: 3849a5fb-adba-45ec-9d7c-55cffcd88f89 | model_id: 4cc1ddc5-c5ab-46fe-915c-26340a0d5d8b | prediction_timestamp: 2025-11-23 16:34:00 | delay_probability: 0.08665 | risk_category: Low | latency_ms: 775
inference_id: b514238c-b81a-4d82-b2ff-5da8fddbe988 | shipment_id: fa3a367d-bc6c-40e9-8ee7-d52637dd3a12 | model_id: ad3b7296-a54b-461a-bab8-7fa92ce93c5a | prediction_timestamp: 2025-12-23 18:12:00 | delay_probability: 0.13513 | risk_category: Low | latency_ms: 764
inference_id: 2f202afe-f593-47c4-9f49-8930831e0971 | shipment_id: 573c2997-495a-4c93-9a6d-b990b6586d8d | model_id: 4148d5fa-cc7c-479b-83d7-9f2800246241 | prediction_timestamp: 2025-05-21 12:41:00 | delay_probability: 0.06697 | risk_category: Low | latency_ms: 90
inference_id: 24c1e5ed-a8f4-4db5-a9ff-6af235aa8978 | shipment_id: 74679d00-92b3-4fd4-b074-d2358b44acf1 | model_id: deddc358-1a5d-4647-b13e-9205f87e7439 | prediction_timestamp: 2025-06-19 09:41:00 | delay_probability: 0.38043 | risk_category: Medium | latency_ms: 246
inference_id: b3fb6f94-564c-4f9a-b19a-caf438cb2c0a | shipment_id: 98f41276-59b4-484f-9ac7-7329dcfacf37 | model_id: bca2ef76-f2d6-488d-8596-65f1e21b40d7 | prediction_timestamp: 2025-11-28 17:23:00 | delay_probability: 0.56402 | risk_category: High | latency_ms: 368
inference_id: 4d56d3bc-e603-4ac1-81bc-09ce1827fe63 | shipment_id: 6df777ad-f20c-4923-abce-fcbfea7c61c4 | model_id: 8c6f33a9-50b8-40cc-a02d-2b07f0d5bde2 | prediction_timestamp: 2025-12-11 12:07:00 | delay_probability: 0.41622 | risk_category: Medium | latency_ms: 135
inference_id: 411401af-948b-4a6c-b855-0e1ae409c35a | shipment_id: 859305a7-d257-45ac-9bc9-c6dcd0352ce4 | model_id: 4eff36c7-647e-40a5-a852-3bfd10b1cca2 | prediction_timestamp: 2025-12-15 11:50:00 | delay_probability: 0.87002 | risk_category: Critical | latency_ms: 756
inference_id: d5b65dac-c0eb-4071-8861-60ea734f8fa7 | shipment_id: 47e30d94-51c5-4a33-ac62-f1f3b2f6a8fa | model_id: 7ea0131b-76c5-4d83-93d3-98e7550947b0 | prediction_timestamp: 2025-12-01 20:24:00 | delay_probability: 0.18065 | risk_category: Low | latency_ms: 82
inference_id: b556197b-0844-4d37-9db5-0901d5b51d77 | shipment_id: 154698e1-2f4f-4b4e-8020-34794fa4c9ab | model_id: 1c72c634-fdb9-42f5-8823-69f2df1607eb | prediction_timestamp: 2025-03-12 11:03:00 | delay_probability: 0.52115 | risk_category: Medium | latency_ms: 225
inference_id: 29022177-bcbf-4dbf-ba8b-4328b02ff657 | shipment_id: 2093d5ee-865e-46a0-ba7b-c76b15c3f5d1 | model_id: 8e5ea182-5104-47c4-8e46-b584042cba69 | prediction_timestamp: 2025-02-09 11:22:00 | delay_probability: 0.06148 | risk_category: Low | latency_ms: 486
inference_id: 65306f32-4b00-485e-8afd-891b4693d0d3 | shipment_id: e2bcef76-d703-4296-b42c-4d68b6b8cde0 | model_id: 03b60e26-ad03-46ee-a5e3-5a4e7cbcb4da | prediction_timestamp: 2025-05-06 20:12:00 | delay_probability: 0.12174 | risk_category: Low | latency_ms: 226
inference_id: 39ce12c8-22e8-4330-921b-ec41310c6a34 | shipment_id: ebd7a929-0d05-4286-9b9b-0752db9f923c | model_id: ddc9afaf-bdf1-41aa-b8cd-69234e4a2cb8 | prediction_timestamp: 2025-12-03 15:38:00 | delay_probability: 0.12781 | risk_category: Low | latency_ms: 499
inference_id: 278ac391-682d-4cf9-9f1b-f4a791987e31 | shipment_id: 84edbb21-6b0b-4c4d-a22e-fa2d7e3bbd1f | model_id: 771beceb-6db4-42f8-87de-ba70fb20c08a | prediction_timestamp: 2025-11-07 17:34:00 | delay_probability: 0.1819 | risk_category: Low | latency_ms: 597
inference_id: e68a0387-fd97-4a4c-8a9c-569bc5ddaa10 | shipment_id: f5662ac9-2f71-42b7-8572-9dc31b205cfa | model_id: 92c62150-4e19-4c26-b399-c9bc9c0ee629 | prediction_timestamp: 2025-02-13 10:02:00 | delay_probability: 0.35854 | risk_category: Medium | latency_ms: 132
inference_id: fc496580-0893-4f5f-84f1-eb1fe00f5794 | shipment_id: b8e6d0bf-ad0e-4816-ab92-a557fa61f76e | model_id: 58cb9445-69cd-4458-84e7-8b1af66abac9 | prediction_timestamp: 2025-08-05 20:12:00 | delay_probability: 0.47104 | risk_category: Medium | latency_ms: 565
inference_id: b488e1d8-7efd-48e4-a65f-f22438b18f99 | shipment_id: 2119184c-fb8c-40b0-af66-d45499e32758 | model_id: 3cb8f07a-2af5-4d5a-a7f6-2aa05196853e | prediction_timestamp: 2025-11-30 15:40:00 | delay_probability: 0.7571 | risk_category: High | latency_ms: 299
inference_id: 17740bcb-f28a-4500-8505-1456c9eb41f0 | shipment_id: dc6e3406-3eeb-48fc-b970-76b1eb30a1b2 | model_id: 724ada86-2d6b-4a5e-819c-8a38086a3e8c | prediction_timestamp: 2025-03-29 12:44:00 | delay_probability: 0.20776 | risk_category: Low | latency_ms: 776
inference_id: 8a18e703-af91-4951-9615-50cb5de8a825 | shipment_id: f7f8137c-06fa-474e-aa32-885faf65f1b4 | model_id: 5c254bc4-425c-41d7-a519-4345cef42076 | prediction_timestamp: 2025-11-06 19:22:00 | delay_probability: 0.75599 | risk_category: High | latency_ms: 633
inference_id: b98f6909-adc2-43ef-8faa-78ca1b5aed7d | shipment_id: 6cc20be0-39b5-4af1-aee0-e60ee111f11f | model_id: 4f4a2b2a-c866-4926-a73c-f23875f37cfc | prediction_timestamp: 2025-03-29 14:04:00 | delay_probability: 0.08251 | risk_category: Low | latency_ms: 617
inference_id: 0ebc5e8b-8965-4e59-8963-62a31c6c0480 | shipment_id: 107b3887-7f36-4c3b-81d6-609c08f51075 | model_id: 9de7e450-4553-4703-8c6a-1595a95e0a41 | prediction_timestamp: 2026-01-03 13:04:00 | delay_probability: 0.3438 | risk_category: Medium | latency_ms: 132
inference_id: 5aaef823-a9ad-4559-bf56-58a4f6e28fc7 | shipment_id: 80f1a752-5261-4d7c-81e5-ef39cb70a392 | model_id: bcb0e171-ef29-4690-a55a-4bc61493a8fc | prediction_timestamp: 2026-01-09 12:37:00 | delay_probability: 0.31836 | risk_category: Medium | latency_ms: 163
inference_id: 653ee972-6832-435a-81ae-9dd757dd9e62 | shipment_id: 8d5a5918-9346-4fcf-9d39-18834d4c9ac8 | model_id: 9396d804-2fe5-4009-b27f-b5150ef2fe59 | prediction_timestamp: 2025-04-25 17:35:00 | delay_probability: 0.46936 | risk_category: Medium | latency_ms: 306
inference_id: 250f9c4f-84bc-496c-97c4-03ae4b8373d7 | shipment_id: e98fa82f-9e6e-4980-bd48-fe38a8ffcb78 | model_id: 020195f6-0afc-4c36-a9d3-bbe529012f1c | prediction_timestamp: 2025-09-25 10:39:00 | delay_probability: 0.68256 | risk_category: High | latency_ms: 153
inference_id: 3562df79-6cea-44c0-acd8-8cc3a7ff3ddd | shipment_id: f94b5495-43d7-4a60-bb19-cb52babde480 | model_id: a74155db-e808-4be8-90d4-2a566786385d | prediction_timestamp: 2025-12-16 14:17:00 | delay_probability: 0.21951 | risk_category: Low | latency_ms: 486
inference_id: d63f5f7c-2e0d-49e5-b127-a1b2a62faff7 | shipment_id: a80b4321-d0b3-44b5-aec2-75a8ed2841ad | model_id: 79107657-d568-4a66-adc8-f0edaed2a2fa | prediction_timestamp: 2025-10-11 20:04:00 | delay_probability: 0.22211 | risk_category: Low | latency_ms: 197
inference_id: 1de667ac-6fbc-4d36-8b7a-2a84280bc5f5 | shipment_id: 8400bfc7-252d-4ced-84e3-5ac36fb0315a | model_id: b6015e35-e7fd-4650-a617-e0d06038e9f0 | prediction_timestamp: 2025-07-19 17:40:00 | delay_probability: 0.34332 | risk_category: Medium | latency_ms: 213
inference_id: d97ed7d8-c755-455a-8b93-3b91b11d6096 | shipment_id: e3aaaa75-661b-4537-acb0-fe35cffbcbbc | model_id: 7a7c4348-3499-4f1c-940e-334f8987ee47 | prediction_timestamp: 2025-12-29 13:33:00 | delay_probability: 0.27855 | risk_category: Low | latency_ms: 248
inference_id: 286ec35a-6326-4a21-b297-3b73fee01b12 | shipment_id: 03e3f1f9-9c0a-4a72-adf2-c76015396bd5 | model_id: 3ff2dc77-05b4-496a-b91a-dd1254cfb9f3 | prediction_timestamp: 2025-08-13 21:57:00 | delay_probability: 0.02866 | risk_category: Low | latency_ms: 166
inference_id: 72dd6bfa-a44a-4c99-9936-ee0bb353f4ad | shipment_id: a9d2731d-ddf7-4de0-9075-4a3389f0c3dc | model_id: 83c328ba-0a21-4e4c-967f-0f23785c0635 | prediction_timestamp: 2025-06-20 22:27:00 | delay_probability: 0.21187 | risk_category: Low | latency_ms: 194
inference_id: 6e368a26-f5f8-422a-a2c1-5eaf45643133 | shipment_id: ecda2d30-c4e7-46a0-9e1b-43bd1e77acea | model_id: 020195f6-0afc-4c36-a9d3-bbe529012f1c | prediction_timestamp: 2025-10-12 15:03:00 | delay_probability: 0.30089 | risk_category: Medium | latency_ms: 482
inference_id: 302033f8-d7cf-45f3-a7f4-401db99cdbc6 | shipment_id: cd5f644f-b844-4f85-98c2-832edd091f4f | model_id: 3abfb110-e639-4bed-98b6-21b61c0c13f7 | prediction_timestamp: 2026-04-09 13:39:00 | delay_probability: 0.10947 | risk_category: Low | latency_ms: 711
inference_id: 68ea05a7-0a74-492f-a855-f716036d41a2 | shipment_id: 69a79937-e9c7-49c7-ac43-14c7c1515688 | model_id: 843b9d83-d7f3-40e1-b301-ee1540cfc77d | prediction_timestamp: 2025-10-12 17:08:00 | delay_probability: 0.13478 | risk_category: Low | latency_ms: 171
inference_id: b00ca2b0-89b7-4829-8169-0399a0a20ea8 | shipment_id: 60f6f772-e907-4029-a2a2-ffa5c92c5780 | model_id: 1ac32810-7c9c-42ae-bb58-37aad3b15d2c | prediction_timestamp: 2025-10-12 16:16:00 | delay_probability: 0.13101 | risk_category: Low | latency_ms: 504
inference_id: 1a0376c9-e9d6-49eb-bdf2-b2b0cf506844 | shipment_id: c2e89e05-d903-43b3-b30f-8729f0e95dd8 | model_id: 4131f916-f50f-4324-bd28-a6cc0a0283fd | prediction_timestamp: 2025-10-10 10:29:00 | delay_probability: 0.12161 | risk_category: Low | latency_ms: 430
inference_id: 8e340922-2b47-4834-91d2-13678df0cfac | shipment_id: 62d45cc8-8bbc-402d-811a-6e4efef87c10 | model_id: e6d6daf6-df2a-4889-9555-f845722d375c | prediction_timestamp: 2025-09-10 10:32:00 | delay_probability: 0.21005 | risk_category: Low | latency_ms: 112
inference_id: 7d37bc93-c5ed-40f3-8b50-2bf75c91c589 | shipment_id: e291d298-7167-40a3-8993-03489f8e558c | model_id: 637c948d-5a8f-4781-87a2-2b37c46ca36e | prediction_timestamp: 2025-09-15 12:36:00 | delay_probability: 0.26818 | risk_category: Low | latency_ms: 215
inference_id: 2440c846-f0e1-41a7-b545-b9d98ee5590b | shipment_id: bf67fa83-fde3-44ae-ac2b-68371cdddd47 | model_id: 1fbbf9a8-038f-470f-a48f-792732a35c25 | prediction_timestamp: 2025-07-17 16:40:00 | delay_probability: 0.53824 | risk_category: Medium | latency_ms: 658
inference_id: 91cd5360-fa1d-4e2d-beb4-412d909b2e71 | shipment_id: d27fdfd3-6740-47df-8ed0-8e949fc7f1fe | model_id: deddc358-1a5d-4647-b13e-9205f87e7439 | prediction_timestamp: 2025-02-16 22:22:00 | delay_probability: 0.75935 | risk_category: High | latency_ms: 651
inference_id: c6f34406-70f3-49ab-82f7-d8717cd53a15 | shipment_id: 5c6590a3-0f76-467a-971b-d69ef4c68a0d | model_id: 9fe03605-3d61-4a9e-bf06-853c5a648acd | prediction_timestamp: 2026-03-03 17:20:00 | delay_probability: 0.03301 | risk_category: Low | latency_ms: 215
inference_id: 10d42902-181b-4bb9-bb89-0505ea58fbb5 | shipment_id: f80d2482-fddd-4ac1-8cee-4bde5db0a430 | model_id: 911638f2-2299-4157-b5c9-ac81afa536bc | prediction_timestamp: 2026-01-18 09:02:00 | delay_probability: 0.60543 | risk_category: High | latency_ms: 237
inference_id: 72fee123-0fa7-4e41-8d6d-aefd8d86205e | shipment_id: d866ce04-3d01-495f-8eb7-674f19abf140 | model_id: 3d102685-820e-4e66-8098-6e2612e521fd | prediction_timestamp: 2026-01-11 10:21:00 | delay_probability: 0.0355 | risk_category: Low | latency_ms: 707
inference_id: 165b2150-c0a3-47a8-8b1f-448c9d6672a9 | shipment_id: 76762f31-226e-4d71-a8a7-feb3ba046211 | model_id: d873ac02-00e1-4f87-b384-5bd4a8646b23 | prediction_timestamp: 2025-10-10 10:45:00 | delay_probability: 0.09621 | risk_category: Low | latency_ms: 692
inference_id: e68bfd8c-cf62-49f0-86c7-e9f8aff86228 | shipment_id: d5d30b5f-0ccd-4cf4-8178-603343e39412 | model_id: 38cefab6-a29b-41f3-83d2-a849a26d8154 | prediction_timestamp: 2025-03-31 15:25:00 | delay_probability: 0.32921 | risk_category: Medium | latency_ms: 292
inference_id: 866c675e-4641-4153-8059-6268a382504a | shipment_id: f00d7ffd-cdbe-453f-ae26-69cc4ca14e9a | model_id: 75e1d401-069b-4f93-9a96-27c8d42400fc | prediction_timestamp: 2025-12-18 21:32:00 | delay_probability: 0.23757 | risk_category: Low | latency_ms: 421
inference_id: 7a6f186b-0bc7-4089-af1c-a4e4c4d65647 | shipment_id: 62b17303-4c9b-49c5-994d-18215fb2a8fa | model_id: 9df63c6a-1c5c-4a93-b4c7-8fbb9efb5e31 | prediction_timestamp: 2026-02-27 10:56:00 | delay_probability: 0.30518 | risk_category: Medium | latency_ms: 343
inference_id: e9a8b8f5-6c1e-46e5-8dcd-f76cc944e2db | shipment_id: 0fd3a67e-fe89-40d0-bad7-c83b9e623ed4 | model_id: 4cc1ddc5-c5ab-46fe-915c-26340a0d5d8b | prediction_timestamp: 2025-02-14 15:08:00 | delay_probability: 0.10465 | risk_category: Low | latency_ms: 296
inference_id: 64998f5a-8577-4746-91e3-c67f45c60eb0 | shipment_id: 9ea8eee6-cf9a-4fe0-bc54-db3179638b6c | model_id: b744f5a7-4c35-4433-8996-acf12f549d19 | prediction_timestamp: 2026-01-25 14:51:00 | delay_probability: 0.08285 | risk_category: Low | latency_ms: 171
inference_id: 75b1f6cb-1070-4f6c-bbca-b06cdc75b6e0 | shipment_id: f48c7cf4-20b9-49ef-a772-0ceec428e98a | model_id: e9668c0e-0775-4098-ba51-6289a8c0bcc9 | prediction_timestamp: 2026-01-29 21:21:00 | delay_probability: 0.29959 | risk_category: Medium | latency_ms: 174
inference_id: a670c0bf-d960-4e8f-b84f-b7ba8c928a29 | shipment_id: 49e45c76-5780-4684-9ddc-6ffd0e58f1f9 | model_id: a5e3438b-7e9e-4c08-80bd-9be4ed3ef0f1 | prediction_timestamp: 2026-03-25 19:59:00 | delay_probability: 0.01979 | risk_category: Low | latency_ms: 349
inference_id: cbd35281-f275-4d47-a9f4-c62f951f6884 | shipment_id: 59be08d4-f568-4495-94c5-24c88739937b | model_id: 0c375394-07d0-4ab0-82a9-7de28ca6fbca | prediction_timestamp: 2025-02-18 16:24:00 | delay_probability: 0.62118 | risk_category: High | latency_ms: 458
inference_id: 5c22585f-663a-4543-8040-1a486a12b2b0 | shipment_id: bcb58892-8a43-4a3e-b390-38181f529942 | model_id: 5956d29e-4b65-4f8e-ab01-4db1a4b382a0 | prediction_timestamp: 2025-05-10 16:11:00 | delay_probability: 0.30581 | risk_category: Medium | latency_ms: 718
inference_id: 29f0fa08-cbca-4898-b304-85919f2793cb | shipment_id: 542c5086-a4b5-4a24-89a0-3e86501dc6ac | model_id: 9215b0f1-6f07-4d22-a7e7-a1c6ed307287 | prediction_timestamp: 2025-12-22 13:09:00 | delay_probability: 0.44526 | risk_category: Medium | latency_ms: 235
inference_id: 2a4c1ec9-e524-4210-a236-89582504225c | shipment_id: f13f347d-ef5b-481a-893b-eafafe5d10a0 | model_id: 0e1a1fc0-ff4a-4017-80ed-60fc6c88c1e8 | prediction_timestamp: 2025-05-25 15:55:00 | delay_probability: 0.15048 | risk_category: Low | latency_ms: 315
inference_id: 51265715-83f9-4daa-8ed8-08360f1b9893 | shipment_id: 6a3468d6-d7c9-4b11-a358-d7720db4a861 | model_id: 51ed548f-0b82-4714-a3f4-38d20aa585f3 | prediction_timestamp: 2026-02-27 18:47:00 | delay_probability: 0.25621 | risk_category: Low | latency_ms: 693
inference_id: 83612be5-38db-4fdb-a74e-f14d34223e2a | shipment_id: 9932cdbe-37fa-4624-bfa9-7e11ee18586d | model_id: e361075c-c27c-47c1-be4e-2c071fe1ed16 | prediction_timestamp: 2026-01-07 18:28:00 | delay_probability: 0.33014 | risk_category: Medium | latency_ms: 571
