Sheet Name: AI_Monitoring_Alerts

alert_id: 6bdb5358-2bc5-47ca-88fc-2d7ee42bfccc | shipment_id: 5fd50c5c-973f-43bc-a629-06e4b5cd541b | inference_id: 095fcec2-7a82-43af-9b05-26769481008d | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 7bcb362f-7a54-4f77-b6f0-1fd759e48925 | shipment_id: 37149041-c006-447a-b579-a35d878bcdbb | inference_id: 1192f8e0-bd87-4d5c-a75b-d845ccfd03a4 | alert_type: Anomaly | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: c5b06363-3865-4923-ba34-4a9d72ebab9b | shipment_id: 166bac0e-b776-440e-abe7-8cd8600854aa | inference_id: 9ca477a1-0b51-4b0b-bbf0-e69afe6e2dc2 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: ef327bc8-4509-48a7-a289-a1820fa988c8 | shipment_id: de9a6c61-8b5b-46a0-ab71-aba3d9020468 | inference_id: 6046a126-f6ee-4995-90aa-2da7c2c26745 | alert_type: Anomaly | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: be769815-819d-4805-b341-bb4e1a96ab95 | shipment_id: b8cdb661-ed74-46ec-a619-dd386faeda12 | inference_id: ba3d7b5f-eba6-49cf-9515-c0199bdfb9cb | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: b358b123-1a57-4882-8345-003cb13fde40 | shipment_id: cbee58ac-e602-4196-a9fb-bf03d852c83e | inference_id: 049b4d04-30ff-4598-991b-f4758282ec66 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Open
alert_id: 9f1e4fdd-0449-4dff-8e18-0ef73792cf7e | shipment_id: 712e9eec-1000-45b3-9446-4b32b0520b0e | inference_id: d9f24eac-f8dd-4391-ae6f-9e6353616af3 | alert_type: Customs escalation | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 7bc26c91-c3ff-43f2-8a72-d738ff3e9554 | shipment_id: 1bc7c5f1-af04-48ad-a9ee-647f7bb6f7f9 | inference_id: a3abb451-bbd5-4517-96a2-ac5a094e3c99 | alert_type: Customs escalation | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 3138ff00-86df-48a4-af54-d5adbdebf313 | shipment_id: 44ec478e-d835-41da-a734-f39e8dd97467 | inference_id: 75994a60-14ae-456d-a7f0-90c24928ef97 | alert_type: Anomaly | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: b3b4607e-3105-4d3c-bdef-97caa20a0b0a | shipment_id: be22a78a-df8f-4aaf-bb7a-ff1bcb7096c0 | inference_id: d3be52b6-fa7f-4e4e-857e-e4bb2da7caaa | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 451fde70-22a9-4ac7-a7e0-dd6477c3a81a | shipment_id: 0d93389d-8c4a-4c62-a90f-d02b73781fab | inference_id: b24401dc-8aec-4acb-9c3f-bf756436bda5 | alert_type: Anomaly | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 897fccbf-1ba8-4093-9e5e-23e3c0ae1d4c | shipment_id: 537ff64f-459b-4cbe-bbec-94032d525dc4 | inference_id: 08d0834b-f509-4fea-a47f-5184756ddc1f | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 5e7545f3-0d17-4184-976e-86d016dfdbcd | shipment_id: eb5d7a63-7b84-49d2-8932-521bfc97e20f | inference_id: 69e597e7-a7de-468e-b5bb-d8b1fef82b93 | alert_type: Anomaly | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 335c9bca-3fbb-44f1-9bb9-f1a69801545b | shipment_id: dccce2b4-565d-41b0-bba8-b5070d75a41c | inference_id: ba1c6281-553a-4ec9-ae08-a009f9c3e7c2 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Resolved
alert_id: f706828c-f130-4146-b732-29573c7ddc63 | shipment_id: ed00fd2e-7ae6-4587-b787-184865f6120f | inference_id: e3593c56-d13b-4d9d-b5d7-f7dd83febdda | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Open
alert_id: 05e54e1c-6cd9-4c2b-aa63-6d11bf156064 | shipment_id: cfe43af8-5120-4e8f-a7a3-1424a42f3f4b | inference_id: 83ae9aa1-33e5-4006-8c90-759c0411696f | alert_type: Customs escalation | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: a0319e65-821c-4441-8ef2-6b42cce13e4f | shipment_id: a32aa3d3-be77-4a97-ad26-8c315461d0f5 | inference_id: dabf8e1e-d6fa-4dec-bc16-a09af9e66319 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 61d9f096-c5a9-47ed-a286-1fbc2edd0db7 | shipment_id: 4265930a-ad87-437b-8642-c5bba2619f35 | inference_id: d0026de2-b89a-4aa0-99b3-7f18b704a528 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: f1aafd84-a2b0-4487-b6e2-e4374bc22557 | shipment_id: bd7a4ff2-daf0-462a-85a7-d5661a1e3032 | inference_id: b6226094-ffb3-4e0b-a05e-595880bf97f5 | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 70d5cc15-43b0-4482-89fe-aae98e2f18a8 | shipment_id: 1cce9985-2184-4735-9c65-3f8e59c0d710 | inference_id: 31f84cc6-1702-4b3c-9185-8cab0e7be37a | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: b6e78acb-f2d0-4f64-90b3-d4b58eabe4d6 | shipment_id: 9d7c5d92-1229-40e6-a687-41c8ac8eab0c | inference_id: 6c27af86-c50e-4d05-b56e-e062a717a72c | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 57ca1cf3-efc9-45b7-b25f-9c47711460d9 | shipment_id: 7f9fd9e3-27dd-40b1-88f1-24eb11f2169d | inference_id: 260803e4-2867-46fc-b5d2-60f8a4727640 | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 41b7a16d-acec-44e4-9fb0-b35e47155d20 | shipment_id: 2aa890e1-bc59-4f9c-8d0a-10da8a09d1d9 | inference_id: 6eedb073-e109-41ef-b241-8498ffd9d59e | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 7c591de6-49e4-4946-a7eb-6a9f2029b46a | shipment_id: 2e0fc8ba-c184-47c4-8b76-9fafcc85f2c8 | inference_id: a0a29cb8-fbbe-4d37-a41e-e9e3b4d7751a | alert_type: Anomaly | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 80f84a69-11a4-4262-9864-21f52f45285e | shipment_id: 71d0fb63-0a3d-499c-ab38-d5d0067aac8b | inference_id: 03fd7c5a-1978-4b67-9faa-a17f437c099d | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: a1326c7c-c1ed-4900-ab9f-85425936ee3d | shipment_id: d2f28861-e8d4-4298-af64-799643af39a3 | inference_id: 2502f866-e21a-49d3-a313-31bf00bde7e7 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 8816c244-31f5-42f5-bf2e-6c46ba07c28a | shipment_id: cc156800-9807-41d0-8632-4f7c5f4bd19e | inference_id: 430e5fa6-b82a-4e75-9b4e-dfa656014d22 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: f8b21c7c-ab4b-4588-9f1f-9a274c4296a6 | shipment_id: 22033f68-e879-4bcb-8a28-599595edc3cd | inference_id: da860e10-f266-40b8-9a1a-c42d94054775 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: eba9f445-66a9-4c06-bc11-8bde85080e25 | shipment_id: 75a5c540-de9b-4eae-8070-355eb7a80299 | inference_id: 3fcf8749-d15f-49cd-84ab-92067dff91f7 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 1b3990a9-9227-46a8-b392-6955cc40293e | shipment_id: a72f9531-301e-44b6-9c19-af063538c507 | inference_id: 57754447-b37a-428d-be3e-76628c64ffbf | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: c3d7494e-bcec-4c58-b2b6-e7ab3277e08c | shipment_id: 1c4165e5-a2d0-4d10-a031-75201b14e2e5 | inference_id: 1bd623e4-5d57-4ea1-b174-a285494a43d3 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 9b6535b8-7290-4574-b87a-629a3e631b58 | shipment_id: 8a6dc13f-dab4-4245-a8e4-0ce50c78ffb8 | inference_id: de09322e-e36f-4d8a-bc8d-90cfab80a15e | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: b4291c61-2382-491a-a375-791a4e42b99a | shipment_id: a62e636c-d321-4136-bb02-8bf59143a229 | inference_id: 2b2851ea-cf5a-4e2b-bd6c-6ae37411e4dc | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: e6dc54d7-6d05-467b-b3a7-10f0088e9f14 | shipment_id: 14e15aa1-a51b-43ac-81f1-6841c96d1876 | inference_id: 58d856ba-6978-49ba-b714-28f065d92d53 | alert_type: Anomaly | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 52d4bdae-e736-473f-adee-d606ccaff13b | shipment_id: 05f4c944-bde3-4c58-be75-e3e760bd5da3 | inference_id: 0ea95f1f-94d5-4c71-8cca-f8c63c8575e8 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: c7c6c4b9-5384-4bd5-a729-8aa8e78314c7 | shipment_id: d48a47d3-7d9f-4440-a13f-3f86948ff07a | inference_id: 63c817ce-db83-4b9f-b5f5-8fa02151dce6 | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 9c8c5328-91c5-4e0a-823a-3f99bd782b5d | shipment_id: 986edb9f-3da3-49fd-bc33-ff2b4dafdaf8 | inference_id: 877f8f29-f7c0-4f9c-bb72-eb869a515f78 | alert_type: Customs escalation | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 2446c4fa-06c5-4a88-ad6d-245a0b18a494 | shipment_id: 071efa4e-b424-44ff-b0d5-1320eb5db0af | inference_id: c528eb93-aeeb-4e12-9e70-335ee975e460 | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 6928c5a4-6a49-46dc-a6b0-73b759762feb | shipment_id: 229d835b-0397-479a-966c-3acd2b8c6464 | inference_id: ea4fc72e-db24-40dc-967c-d588840533ad | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: 7173e212-e215-4896-9c36-9e1ab8f72149 | shipment_id: 7cfa643d-361f-4145-ae23-fcdfb366985c | inference_id: a607d0db-453c-45cb-8e74-5d982c695a8d | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Resolved
alert_id: 4ef4e89a-0695-40f1-ad94-1f1692327d8b | shipment_id: 50a0eec1-793d-408e-a13f-427a352f6186 | inference_id: 6a525bb8-be80-45a0-80f4-ab364673debe | alert_type: Document issue | severity: Medium | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Open
alert_id: 6d618a38-f86d-4454-9844-7469e6173d5a | shipment_id: ac406cf0-da0f-4d79-bb02-660b0bd83e5d | inference_id: 9f475ce6-851a-45ab-a79d-27635b249c95 | alert_type: Delay risk | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Open
alert_id: 39a2572d-a182-4551-9faa-083010bccfec | shipment_id: 3354590d-4833-476f-8205-97b2d8ea563e | inference_id: 354e4c84-b61a-467f-98a9-787936c3595d | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: c6c2dd0f-a0b5-4d3e-b1b7-240d238a710a | shipment_id: 2eb8dec9-297a-4d10-ab18-e3200c68eb45 | inference_id: ff1438cf-b58e-4f12-8823-6d852bb93e35 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: bb09a6a9-b5d0-4967-9c9f-b71a21d68057 | shipment_id: 87d1d52b-a6cd-4a90-98cf-d39a25006e6b | inference_id: b44428c3-be44-4cbc-9438-62af8f1c2172 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 8b3ec790-0bc8-4947-a27b-412b60499b26 | shipment_id: 66a5b467-deb0-4cbe-bd53-cf08f7cddb0a | inference_id: 6b345502-b589-4362-8c2d-7a071fd311b7 | alert_type: Anomaly | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: d3861305-5dd1-4102-9d63-10e8b6f3c2ed | shipment_id: e8aab9d1-cfc9-4f00-b468-3b3929c276d4 | inference_id: 87c397f0-f648-4193-aa42-7af4dcd9a233 | alert_type: Customs escalation | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: a622b052-8da4-4043-abff-6b4a495e2cda | shipment_id: 3f1d805a-e0ae-432f-82e0-41194811a9c5 | inference_id: 2ffea734-bb18-4c95-95e8-03da0afaa0cf | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 7c9cb828-d5d9-441e-a9ad-6a513379ee13 | shipment_id: 6350101f-e166-4bc3-9890-dee9d950ab82 | inference_id: bdafa834-bd93-4039-bbb5-8f314c90ccf9 | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 4bf0ef03-d327-47b7-bfa6-441be708feec | shipment_id: faa1074e-51da-48a4-9e09-c2be94f342b9 | inference_id: b589b32b-e31a-464e-a46b-f7b58db2e29a | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: c77f3e0b-d855-4f14-84d2-1f6c8766f829 | shipment_id: f5a19352-8224-4d7c-8ab7-21d579f461dd | inference_id: f5eadaea-7ae0-4b8f-9a5a-c1612905a13f | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Resolved
alert_id: cc4f93ac-083b-4106-8675-8b849a992d3f | shipment_id: bf14a1fe-b645-4c2c-96f0-96a8fb46cc13 | inference_id: 6f892c0b-f91c-467b-972b-030c0078f4f2 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 633291f5-5e60-40fd-8d27-c4f944af1bfb | shipment_id: a95c0aba-f2ee-4ec1-a962-10a668035234 | inference_id: 6a7c5ae1-58ce-4753-aa0f-a27809fb5533 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: c621e956-b4e1-4311-87da-c28a9aede476 | shipment_id: 14ba3748-2d2b-4ed8-a767-0dde4bf5c001 | inference_id: 2e44cb0e-0efb-41cc-839d-327013aa6845 | alert_type: Customs escalation | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Acknowledged
alert_id: 83fa6c5a-5448-4e60-8319-5c002c672f6c | shipment_id: fbc03f4a-1280-40ea-b1ae-0bf149d336e2 | inference_id: 24776f4a-b944-4db1-9547-fe6f30f9d350 | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: d53908c2-9b4f-4fe8-8207-861f526552c9 | shipment_id: d8d32daa-d7a2-4de1-b525-a56003cd60ca | inference_id: 9238f85f-deb4-468c-9a54-2448784a76fa | alert_type: Customs escalation | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
