Sheet Name: Vehicles

vehicle_id: a7a7c694-8da6-4c10-a00e-367e67b16b2d | vehicle_number: RA-3523-1 | vehicle_type: Rail | capacity_kg: 435344.38 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 12
vehicle_id: 34995631-a9d5-44e3-9bfc-450637d0a864 | vehicle_number: TR-1159-788 | vehicle_type: Truck | capacity_kg: 17025.64 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 16
vehicle_id: c9984f00-24ea-488a-bcad-8493bce9fa01 | vehicle_number: TR-4163-789 | vehicle_type: Truck | capacity_kg: 18388.38 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 16
vehicle_id: a88262d4-578d-4e30-b25e-461eb137950c | vehicle_number: SH-1341-790 | vehicle_type: Ship | capacity_kg: 10318954.42 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 9
vehicle_id: f9e02bc0-fa6b-4629-81f6-6a48428fb3e3 | vehicle_number: TR-3185-791 | vehicle_type: Truck | capacity_kg: 7252.5 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 7
vehicle_id: 87b312be-4a70-4adf-9fb9-ce14927f4cdf | vehicle_number: AI-5388-792 | vehicle_type: Aircraft | capacity_kg: 122680.89 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 15
vehicle_id: 8f48105e-fd95-41e3-968b-a2f9fef85c4f | vehicle_number: TR-3060-793 | vehicle_type: Truck | capacity_kg: 14368.25 | fuel_type: Jet Fuel | maintenance_status: Under Maintenance | vehicle_age: 12
vehicle_id: 0a28cb89-e77f-4075-8985-56bc2777af0d | vehicle_number: TR-6897-794 | vehicle_type: Truck | capacity_kg: 14155.35 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 16
vehicle_id: 32a44366-f2c0-4839-8a69-332d74c23935 | vehicle_number: TR-8346-795 | vehicle_type: Truck | capacity_kg: 26370.76 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 12
vehicle_id: 0f80c1d5-d6fa-4f78-a370-68a2daa58d4c | vehicle_number: TR-7300-796 | vehicle_type: Truck | capacity_kg: 4086.6 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 3
vehicle_id: d2399dba-96f0-4ca1-8cb6-a1675210f79b | vehicle_number: SH-4889-797 | vehicle_type: Ship | capacity_kg: 13279569.84 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 9
vehicle_id: 8153224e-aa48-43bb-8756-d9b168f946ba | vehicle_number: SH-5935-798 | vehicle_type: Ship | capacity_kg: 11298199.57 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 4
vehicle_id: 7d5b2adc-bca8-4162-b342-14781bb22458 | vehicle_number: TR-9914-799 | vehicle_type: Truck | capacity_kg: 20877.48 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 8
vehicle_id: 69a73451-4875-46e1-a463-146c1917a0a3 | vehicle_number: TR-8710-800 | vehicle_type: Truck | capacity_kg: 15956.61 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 18
vehicle_id: 15cc0898-c44b-4fb6-9023-2c3f39fea3d0 | vehicle_number: RA-9519-801 | vehicle_type: Rail | capacity_kg: 414743.99 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 4
vehicle_id: f9f6647b-fbb2-40ec-ac6e-951bc9f09b7c | vehicle_number: SH-6234-802 | vehicle_type: Ship | capacity_kg: 792599.56 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 13
vehicle_id: 9b735e7f-4eef-4b57-91da-8304a9484d19 | vehicle_number: TR-3925-803 | vehicle_type: Truck | capacity_kg: 5669.48 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 9
vehicle_id: 7a07b5b6-338f-438a-a5a4-438eaa716f69 | vehicle_number: RA-9906-804 | vehicle_type: Rail | capacity_kg: 697264.05 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 6
vehicle_id: 4d200982-e939-4604-a4a3-25ccac94b580 | vehicle_number: TR-3246-805 | vehicle_type: Truck | capacity_kg: 19062.66 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 16
vehicle_id: 3f37d031-488d-4553-82a9-d7f09ba882b3 | vehicle_number: SH-1059-806 | vehicle_type: Ship | capacity_kg: 891389.34 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 10
vehicle_id: 5833ae18-33ad-4b30-a8c3-1583feb79c02 | vehicle_number: SH-5714-807 | vehicle_type: Ship | capacity_kg: 1532573.57 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 11
vehicle_id: 8bfaa21e-196b-48c9-9a84-21730555afdb | vehicle_number: TR-6510-808 | vehicle_type: Truck | capacity_kg: 23541.66 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 9
vehicle_id: 5be9d1ce-ac40-47a8-b50d-7a09c387f1df | vehicle_number: SH-4535-809 | vehicle_type: Ship | capacity_kg: 10615545.56 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 13
vehicle_id: 402aeaba-bd78-4b93-8214-2fff57eea69d | vehicle_number: SH-6347-810 | vehicle_type: Ship | capacity_kg: 10742630.63 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 14
vehicle_id: d80ed18b-0041-4740-bc7b-72fd5bb7fdb3 | vehicle_number: TR-3110-811 | vehicle_type: Truck | capacity_kg: 5766.45 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 5
vehicle_id: c4dfe295-1ce6-4b53-a928-46ceb0513a35 | vehicle_number: TR-1377-812 | vehicle_type: Truck | capacity_kg: 3870.4 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 11
vehicle_id: 3459cd16-554f-4c93-9604-a1ace178165c | vehicle_number: TR-9903-813 | vehicle_type: Truck | capacity_kg: 13306.79 | fuel_type: Electric | maintenance_status: Under Maintenance | vehicle_age: 18
vehicle_id: ca013bd0-855c-4425-b731-55fb34075a6b | vehicle_number: TR-9472-814 | vehicle_type: Truck | capacity_kg: 18062.58 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 4
vehicle_id: 4c43e5a1-b191-4553-8b06-42b5f1fc4eab | vehicle_number: SH-3104-815 | vehicle_type: Ship | capacity_kg: 1059188.71 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 13
vehicle_id: a594bc6d-3726-436f-926b-dac015eb9d2c | vehicle_number: SH-5599-816 | vehicle_type: Ship | capacity_kg: 3624651.95 | fuel_type: Diesel | maintenance_status: Under Maintenance | vehicle_age: 5
vehicle_id: ff2b4ddc-1cb0-4ba9-bddf-b173884390c9 | vehicle_number: TR-7241-817 | vehicle_type: Truck | capacity_kg: 23433.13 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 1
vehicle_id: 62f59fdf-df74-4187-b825-92f3ae317805 | vehicle_number: TR-9594-818 | vehicle_type: Truck | capacity_kg: 12614.95 | fuel_type: Electric | maintenance_status: Under Maintenance | vehicle_age: 9
vehicle_id: debfc343-477d-438a-938e-931aec767c99 | vehicle_number: AI-7813-819 | vehicle_type: Aircraft | capacity_kg: 27482.06 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 4
vehicle_id: 6b94db30-231b-4274-a322-f6d4240c4c7b | vehicle_number: AI-8215-820 | vehicle_type: Aircraft | capacity_kg: 12988.11 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 8
vehicle_id: 00846cb4-5579-47f6-bc49-97990a9fcc6d | vehicle_number: AI-1062-821 | vehicle_type: Aircraft | capacity_kg: 136870.53 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 5
vehicle_id: a6da4f97-12e5-4b77-b920-4cb73346326c | vehicle_number: TR-6306-822 | vehicle_type: Truck | capacity_kg: 22412.11 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 4
vehicle_id: ea36cc22-106a-457c-ace3-517205e45188 | vehicle_number: TR-4220-823 | vehicle_type: Truck | capacity_kg: 14101.77 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 15
vehicle_id: e5a20b7d-016e-4653-a25c-8ea68e5e2814 | vehicle_number: AI-2808-824 | vehicle_type: Aircraft | capacity_kg: 102016.84 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 15
vehicle_id: 1156ba38-b17c-4825-b2a3-468282bc7aa3 | vehicle_number: SH-4040-825 | vehicle_type: Ship | capacity_kg: 9690429.34 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 11
vehicle_id: 343910e3-b36a-4eba-877d-3f9dc9e3b05a | vehicle_number: SH-2309-826 | vehicle_type: Ship | capacity_kg: 911816.57 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 15
vehicle_id: b2d2949a-de11-484c-b909-18462c628007 | vehicle_number: TR-6618-827 | vehicle_type: Truck | capacity_kg: 3514.07 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 2
vehicle_id: c615f504-e0ca-466d-bc43-4980d1506d2f | vehicle_number: TR-2631-828 | vehicle_type: Truck | capacity_kg: 17314.28 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 2
vehicle_id: 5ff21120-1813-44ac-b6a1-38a4dc95dc1c | vehicle_number: AI-7016-829 | vehicle_type: Aircraft | capacity_kg: 64474.84 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 7
vehicle_id: 976ebd3c-bf0b-4143-83f1-e54fff63e6f2 | vehicle_number: SH-2254-830 | vehicle_type: Ship | capacity_kg: 11670746.84 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 7
vehicle_id: a3741cdb-6ee1-4c1e-a890-ab66876ad256 | vehicle_number: SH-4422-831 | vehicle_type: Ship | capacity_kg: 12736187.02 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 13
vehicle_id: 07edcbf0-fdde-4607-b6f3-f482244a41d2 | vehicle_number: SH-1959-832 | vehicle_type: Ship | capacity_kg: 14093845.07 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 5
vehicle_id: ba7a7881-b5a3-46a9-8965-06331e202795 | vehicle_number: RA-2240-833 | vehicle_type: Rail | capacity_kg: 123497.63 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 9
vehicle_id: d3cb6e2b-ce33-4c3b-ad46-6178ed3f5dbe | vehicle_number: AI-5456-834 | vehicle_type: Aircraft | capacity_kg: 101171.08 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 11
vehicle_id: 5b4aa097-b134-43a0-8eec-70c2e859cd40 | vehicle_number: TR-1917-835 | vehicle_type: Truck | capacity_kg: 5665.29 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 16
vehicle_id: d9f3456c-ee4a-45cf-bc5b-57a2df8e4d5f | vehicle_number: SH-2462-836 | vehicle_type: Ship | capacity_kg: 10125828.51 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 11
vehicle_id: ee285c90-653e-48f4-9e69-1ac237df7158 | vehicle_number: SH-7760-837 | vehicle_type: Ship | capacity_kg: 2693174.11 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 11
vehicle_id: 81ff7bb4-7395-426d-99cb-fc1b4b0520d9 | vehicle_number: TR-2410-838 | vehicle_type: Truck | capacity_kg: 7980.37 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 7
vehicle_id: ca0d2d68-2da4-477c-854f-a2e04d1e32ab | vehicle_number: TR-7408-839 | vehicle_type: Truck | capacity_kg: 14675.58 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 10
vehicle_id: 9079a00e-6685-485a-9874-1cd79804421f | vehicle_number: TR-6262-840 | vehicle_type: Truck | capacity_kg: 26082.88 | fuel_type: Jet Fuel | maintenance_status: Due Soon | vehicle_age: 11
vehicle_id: 0c698519-7715-4ebe-955f-86f28a44025f | vehicle_number: TR-5812-841 | vehicle_type: Truck | capacity_kg: 18861.52 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 10
vehicle_id: df89d4aa-ef1d-4d3c-a0b7-daf5349d7a09 | vehicle_number: TR-7458-842 | vehicle_type: Truck | capacity_kg: 3250.65 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 2
vehicle_id: c78b7e40-205a-4f3a-9d21-c400844aadcd | vehicle_number: TR-9784-843 | vehicle_type: Truck | capacity_kg: 15813.83 | fuel_type: Diesel | maintenance_status: Under Maintenance | vehicle_age: 13
vehicle_id: fb548fcc-f886-45d7-a05d-8b917fcd8f27 | vehicle_number: TR-5849-844 | vehicle_type: Truck | capacity_kg: 23244.76 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 13
vehicle_id: 95e2cc3a-fdef-4ed8-a53f-6a85439430ea | vehicle_number: SH-3990-845 | vehicle_type: Ship | capacity_kg: 8052127.22 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 5
vehicle_id: ecbe551d-2e0b-4abd-9717-ac48c6a209ed | vehicle_number: TR-4749-846 | vehicle_type: Truck | capacity_kg: 21185.07 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 12
vehicle_id: 22ec9e63-19bf-4b82-a45a-84320108ae0d | vehicle_number: TR-3492-847 | vehicle_type: Truck | capacity_kg: 16955.83 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 13
vehicle_id: e7e6c021-e324-464c-9e7f-cf21eb7202a9 | vehicle_number: TR-7494-848 | vehicle_type: Truck | capacity_kg: 7062.45 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 18
vehicle_id: 90475a6b-9851-4af3-82b4-150c94558cbe | vehicle_number: RA-1050-849 | vehicle_type: Rail | capacity_kg: 536078.39 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 15
vehicle_id: a667c0ee-9c4e-4972-b956-ce3d76833a6c | vehicle_number: TR-8175-850 | vehicle_type: Truck | capacity_kg: 3169.41 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 4
vehicle_id: e34723ae-b52b-4c64-a45a-fa5443c1011f | vehicle_number: TR-2125-851 | vehicle_type: Truck | capacity_kg: 10826.86 | fuel_type: Marine Fuel | maintenance_status: Under Maintenance | vehicle_age: 14
vehicle_id: 5c1f094c-10e8-4d50-b179-93560e9ad477 | vehicle_number: TR-4587-852 | vehicle_type: Truck | capacity_kg: 16272.06 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 9
vehicle_id: 22313113-1b0a-4ba1-b8ea-5d2834ebb741 | vehicle_number: TR-9324-853 | vehicle_type: Truck | capacity_kg: 5975.68 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 1
vehicle_id: 211a8481-34ce-4bf9-b090-b738abd36b20 | vehicle_number: TR-7263-854 | vehicle_type: Truck | capacity_kg: 22973.62 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 7
vehicle_id: 2a1f772c-dab0-4370-b3f5-17f6a275f861 | vehicle_number: SH-7718-855 | vehicle_type: Ship | capacity_kg: 19535838.88 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 11
vehicle_id: 705c3ac9-5962-4ba7-97da-e9b2f3e487c8 | vehicle_number: TR-3210-856 | vehicle_type: Truck | capacity_kg: 17312.68 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 16
vehicle_id: 832fc80d-616d-4ca1-9367-9c1a6757cc0b | vehicle_number: AI-7792-857 | vehicle_type: Aircraft | capacity_kg: 83323.15 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 11
vehicle_id: 72021d8b-a02a-4471-80b1-5b5b25f94d4f | vehicle_number: AI-7510-858 | vehicle_type: Aircraft | capacity_kg: 143811.88 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 4
vehicle_id: 87b57cc1-e09f-44e4-8c9d-3616dea9a501 | vehicle_number: TR-4244-859 | vehicle_type: Truck | capacity_kg: 14712.5 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 18
vehicle_id: 4a3751de-ba62-4983-bd54-9aa6dc25a023 | vehicle_number: TR-3810-860 | vehicle_type: Truck | capacity_kg: 23032.88 | fuel_type: Jet Fuel | maintenance_status: Due Soon | vehicle_age: 6
vehicle_id: 37a3c0e1-1bdb-4521-8f22-08423c0aab22 | vehicle_number: TR-6217-861 | vehicle_type: Truck | capacity_kg: 13401.65 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 18
vehicle_id: a026b6ed-c57b-41f4-a69e-b9d6b329c393 | vehicle_number: TR-9815-862 | vehicle_type: Truck | capacity_kg: 8898.03 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 17
vehicle_id: a8fb174d-2bf7-4812-80b5-64ea9fceaf7c | vehicle_number: TR-6009-863 | vehicle_type: Truck | capacity_kg: 19220.02 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 4
vehicle_id: 4a67b76b-8da2-4141-82a7-d79a340aca1a | vehicle_number: TR-8947-864 | vehicle_type: Truck | capacity_kg: 24591.97 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 17
vehicle_id: 255657db-d183-4a1a-893f-67e95905f7eb | vehicle_number: TR-3350-865 | vehicle_type: Truck | capacity_kg: 11078.07 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 6
vehicle_id: e5244ae5-787b-4dbd-bde2-c7da8c6a5008 | vehicle_number: SH-2954-866 | vehicle_type: Ship | capacity_kg: 10273050.32 | fuel_type: Diesel | maintenance_status: Under Maintenance | vehicle_age: 3
vehicle_id: a2ee30ea-10cc-4e23-918c-3c307e86f7a3 | vehicle_number: AI-1619-867 | vehicle_type: Aircraft | capacity_kg: 127327.69 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 1
vehicle_id: 4aaca4a1-163f-4e48-a5f5-c458443a003b | vehicle_number: TR-6728-868 | vehicle_type: Truck | capacity_kg: 14931.1 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 17
vehicle_id: e96b942e-9907-46e9-a883-1e73ca05a5d0 | vehicle_number: TR-5627-869 | vehicle_type: Truck | capacity_kg: 25211.19 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 3
vehicle_id: 3d2c25ab-3527-4c0d-8b3e-5899d5f94619 | vehicle_number: TR-3325-870 | vehicle_type: Truck | capacity_kg: 27398.65 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 7
vehicle_id: 5ac2dcb6-ccf5-41b4-921b-2bf1342a38b0 | vehicle_number: TR-2916-871 | vehicle_type: Truck | capacity_kg: 13848.18 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 18
vehicle_id: 5512d067-9c34-40df-b208-a4150a8586c8 | vehicle_number: RA-2607-872 | vehicle_type: Rail | capacity_kg: 256069.2 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 6
vehicle_id: b5f4e01b-f3e4-463f-96be-84f63eb45df1 | vehicle_number: TR-2861-873 | vehicle_type: Truck | capacity_kg: 18806.34 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 6
vehicle_id: 01145aa5-723a-4903-84b7-604344902415 | vehicle_number: SH-2335-874 | vehicle_type: Ship | capacity_kg: 22831592.26 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 7
vehicle_id: 3d4689f5-1b66-40e7-9689-3ec6e3cd71b2 | vehicle_number: SH-1108-875 | vehicle_type: Ship | capacity_kg: 7170125.05 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 14
vehicle_id: 8f034dea-d717-4e50-985c-7bde07adbca2 | vehicle_number: TR-8490-876 | vehicle_type: Truck | capacity_kg: 22033.92 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 5
vehicle_id: 69364e09-f65b-4731-826b-5fee3cee350a | vehicle_number: SH-2530-877 | vehicle_type: Ship | capacity_kg: 20765830.07 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 7
vehicle_id: c6f40f17-5890-48d9-b14a-5e66f50db95a | vehicle_number: TR-4523-878 | vehicle_type: Truck | capacity_kg: 27056.81 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 8
vehicle_id: f3d2c74b-a478-4a70-94f5-4fcb9ce30765 | vehicle_number: TR-2634-879 | vehicle_type: Truck | capacity_kg: 3165.26 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 9
vehicle_id: fd2ac35f-6247-4096-91eb-dd5cc8b39d36 | vehicle_number: TR-2232-880 | vehicle_type: Truck | capacity_kg: 16361.76 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 13
vehicle_id: 76b354b2-bb74-44e0-8fe0-b3000cbd53f7 | vehicle_number: SH-6587-881 | vehicle_type: Ship | capacity_kg: 8342198.12 | fuel_type: Jet Fuel | maintenance_status: Under Maintenance | vehicle_age: 4
vehicle_id: c324a3c7-795d-44b3-b718-e82e92cdb44e | vehicle_number: TR-4471-882 | vehicle_type: Truck | capacity_kg: 25550.32 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 2
vehicle_id: 32addbf4-0584-47b8-a704-44359c025712 | vehicle_number: SH-1697-883 | vehicle_type: Ship | capacity_kg: 8998808.65 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 17
vehicle_id: 62e5e4ad-ac3f-448d-b902-3cca2a166fda | vehicle_number: AI-7227-884 | vehicle_type: Aircraft | capacity_kg: 107201.7 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 10
vehicle_id: 619f0d4d-a8c7-4bed-aa4d-e7512f1eb3a0 | vehicle_number: SH-3465-885 | vehicle_type: Ship | capacity_kg: 20594496.27 | fuel_type: Diesel | maintenance_status: Under Maintenance | vehicle_age: 18
vehicle_id: f784eb4f-d113-403e-b758-06da5618959f | vehicle_number: SH-7437-886 | vehicle_type: Ship | capacity_kg: 13857046.17 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 16
vehicle_id: bbedae39-e53b-4cf7-b4a4-0c473d804dfd | vehicle_number: TR-9371-887 | vehicle_type: Truck | capacity_kg: 4574.9 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 2
vehicle_id: db039611-593d-4fe0-8037-525c202223a7 | vehicle_number: TR-5192-888 | vehicle_type: Truck | capacity_kg: 13041.37 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 14
vehicle_id: 5ea84d8a-8188-4987-82fb-75a1c77cc049 | vehicle_number: AI-2732-889 | vehicle_type: Aircraft | capacity_kg: 32942.03 | fuel_type: CNG | maintenance_status: Due Soon | vehicle_age: 5
vehicle_id: 82f122bf-8e95-4beb-a8dc-6af11d16d630 | vehicle_number: TR-7971-890 | vehicle_type: Truck | capacity_kg: 27207.44 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 18
vehicle_id: 97e3761e-f843-472b-855c-6248b81ac62a | vehicle_number: TR-5118-891 | vehicle_type: Truck | capacity_kg: 17362.82 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 13
vehicle_id: 24427b73-910c-426b-9dfc-6c92aa60ac2b | vehicle_number: TR-7924-892 | vehicle_type: Truck | capacity_kg: 10624.98 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 11
vehicle_id: 81002a07-0aeb-46ea-8ea5-3d827b64b8a3 | vehicle_number: RA-1762-893 | vehicle_type: Rail | capacity_kg: 74764.62 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 12
vehicle_id: 82a82cf9-f548-4ed6-b27c-f011b89a61df | vehicle_number: TR-3226-894 | vehicle_type: Truck | capacity_kg: 20688.75 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 16
vehicle_id: f0d7c422-d66e-44e5-ab7e-8deff726fbbf | vehicle_number: TR-2300-895 | vehicle_type: Truck | capacity_kg: 8784.11 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 12
