Sheet Name: Routes

route_id: 3e26abf4-dd1f-4e19-8ed5-ffe4905d68ad | origin_city: Delhi | destination_city: Felixstowe | origin_country: India | destination_country: United Kingdom | origin_port: Mundra Port | destination_port: Port of Felixstowe | distance_km: 2362.24 | average_transit_days: 7 | route_risk: Medium | traffic_index: 59
route_id: a5fc4a6a-cd5b-479f-ab84-3d4a11287b70 | origin_city: Ahmedabad | destination_city: Bremen | origin_country: India | destination_country: Germany | origin_port: Chennai Port | destination_port: Port of Hamburg | distance_km: 11498.78 | average_transit_days: 21 | route_risk: Low | traffic_index: 32
route_id: f596e1be-1301-4921-8f82-87301dc8e28e | origin_city: Houston | destination_city: Shenzhen | origin_country: United States | destination_country: China | origin_port: Port of LA | destination_port: Shenzhen Port | distance_km: 9386.79 | average_transit_days: 20 | route_risk: Medium | traffic_index: 57
route_id: c5d1c163-5c55-48fe-8cf8-d9b148df487d | origin_city: Osaka | destination_city: Hamburg | origin_country: Japan | destination_country: Germany | origin_port: Port of Osaka | destination_port: Port of Hamburg | distance_km: 8441.76 | average_transit_days: 11 | route_risk: High | traffic_index: 71
route_id: 35caa95b-7312-415f-a6bd-2419a1d108e8 | origin_city: Dubai | destination_city: Manchester | origin_country: UAE | destination_country: United Kingdom | origin_port: Jebel Ali | destination_port: London Gateway | distance_km: 8574.97 | average_transit_days: 12 | route_risk: Low | traffic_index: 42
route_id: dc36e0b0-00a3-4dd6-81d8-6a71ce0babf9 | origin_city: Amsterdam | destination_city: Frankfurt | origin_country: Netherlands | destination_country: Germany | origin_port: Port of Rotterdam | destination_port: Bremerhaven | distance_km: 5627.72 | average_transit_days: 10 | route_risk: Low | traffic_index: 24
route_id: 1572c6df-6408-42eb-8630-a10706690d9d | origin_city: Rotterdam | destination_city: Abu Dhabi | origin_country: Netherlands | destination_country: UAE | origin_port: Port of Rotterdam | destination_port: Jebel Ali | distance_km: 7734.8 | average_transit_days: 16 | route_risk: Medium | traffic_index: 41
route_id: 4bdbac5d-7247-490a-80c0-653356754df2 | origin_city: Yokohama | destination_city: Dubai | origin_country: Japan | destination_country: UAE | origin_port: Port of Osaka | destination_port: Khalifa Port | distance_km: 12279.89 | average_transit_days: 16 | route_risk: Low | traffic_index: 33
route_id: a9045062-69bc-4c5d-a68a-1821672ec2a0 | origin_city: Sharjah | destination_city: Yokohama | origin_country: UAE | destination_country: Japan | origin_port: Khalifa Port | destination_port: Port of Yokohama | distance_km: 10378.48 | average_transit_days: 17 | route_risk: High | traffic_index: 74
route_id: cdeb4d04-7bab-42a6-9410-d43e58ff7152 | origin_city: Osaka | destination_city: Chicago | origin_country: Japan | destination_country: United States | origin_port: Port of Yokohama | destination_port: Port of LA | distance_km: 8042.1 | average_transit_days: 19 | route_risk: High | traffic_index: 67
route_id: 32983469-72a2-48dc-a4cc-b5a490bf052e | origin_city: Sharjah | destination_city: Amsterdam | origin_country: UAE | destination_country: Netherlands | origin_port: Khalifa Port | destination_port: Port of Rotterdam | distance_km: 2364.99 | average_transit_days: 6 | route_risk: High | traffic_index: 81
route_id: e36b0ec9-d8ec-4a4d-a3dd-276b49ce296c | origin_city: Abu Dhabi | destination_city: Incheon | origin_country: UAE | destination_country: South Korea | origin_port: Khalifa Port | destination_port: Port of Busan | distance_km: 9233.83 | average_transit_days: 14 | route_risk: Medium | traffic_index: 51
route_id: 6201ea35-7378-41e6-8da1-f00f4786143a | origin_city: Kolkata | destination_city: Abu Dhabi | origin_country: India | destination_country: UAE | origin_port: Nhava Sheva | destination_port: Khalifa Port | distance_km: 8115.58 | average_transit_days: 17 | route_risk: Medium | traffic_index: 42
route_id: ba12b379-84ab-4c95-888d-0bfca77530b1 | origin_city: Manchester | destination_city: Amsterdam | origin_country: United Kingdom | destination_country: Netherlands | origin_port: London Gateway | destination_port: Port of Rotterdam | distance_km: 10454.21 | average_transit_days: 13 | route_risk: High | traffic_index: 67
route_id: 6745edb9-988e-4d27-819e-828c81af8f0d | origin_city: Seoul | destination_city: Shenzhen | origin_country: South Korea | destination_country: China | origin_port: Incheon Port | destination_port: Shanghai Port | distance_km: 10641.65 | average_transit_days: 18 | route_risk: Medium | traffic_index: 38
route_id: c827c97e-892a-439c-9403-81d22e74107d | origin_city: Busan | destination_city: Ningbo | origin_country: South Korea | destination_country: China | origin_port: Incheon Port | destination_port: Ningbo-Zhoushan | distance_km: 12170.45 | average_transit_days: 24 | route_risk: Low | traffic_index: 45
route_id: d0448ee1-a31a-4535-80e5-2d351783e010 | origin_city: Chicago | destination_city: Incheon | origin_country: United States | destination_country: South Korea | origin_port: Port of LA | destination_port: Port of Busan | distance_km: 8055.26 | average_transit_days: 14 | route_risk: Medium | traffic_index: 52
route_id: 387b2848-9961-4764-99b1-c20bd973ce64 | origin_city: Busan | destination_city: Hyderabad | origin_country: South Korea | destination_country: India | origin_port: Incheon Port | destination_port: Mundra Port | distance_km: 8294.85 | average_transit_days: 17 | route_risk: Critical | traffic_index: 82
route_id: 23eba76b-63dd-47bd-99f8-015b443a9f58 | origin_city: Abu Dhabi | destination_city: Delhi | origin_country: UAE | destination_country: India | origin_port: Jebel Ali | destination_port: Kolkata Port | distance_km: 9322.09 | average_transit_days: 24 | route_risk: Low | traffic_index: 29
route_id: 8dc38400-6e16-493e-a83b-199fe3f11dba | origin_city: Hamburg | destination_city: Singapore | origin_country: Germany | destination_country: Singapore | origin_port: Bremerhaven | destination_port: Port of Singapore | distance_km: 6530.3 | average_transit_days: 9 | route_risk: Low | traffic_index: 17
route_id: 622d2b30-b07b-402f-a269-cbba95fd132a | origin_city: Houston | destination_city: Osaka | origin_country: United States | destination_country: Japan | origin_port: Port Newark | destination_port: Port of Yokohama | distance_km: 6532.47 | average_transit_days: 13 | route_risk: Medium | traffic_index: 67
route_id: af78eb57-9aff-4175-9dd4-30d023e053d8 | origin_city: Abu Dhabi | destination_city: Incheon | origin_country: UAE | destination_country: South Korea | origin_port: Jebel Ali | destination_port: Incheon Port | distance_km: 1520.41 | average_transit_days: 4 | route_risk: Low | traffic_index: 20
route_id: 9f7249df-732f-4753-86f0-bce7f72352de | origin_city: Sharjah | destination_city: Singapore | origin_country: UAE | destination_country: Singapore | origin_port: Khalifa Port | destination_port: Port of Singapore | distance_km: 5724.66 | average_transit_days: 11 | route_risk: Low | traffic_index: 45
route_id: cdec20c5-e637-46d7-8b3a-03ab98b0187b | origin_city: Osaka | destination_city: Hyderabad | origin_country: Japan | destination_country: India | origin_port: Port of Yokohama | destination_port: Nhava Sheva | distance_km: 8013.54 | average_transit_days: 13 | route_risk: Low | traffic_index: 42
route_id: 89d3d3d1-48f5-4799-a204-949d41b09536 | origin_city: Ningbo | destination_city: Shenzhen | origin_country: China | destination_country: China | origin_port: Shanghai Port | destination_port: Ningbo-Zhoushan | distance_km: 277.46 | average_transit_days: 5 | route_risk: Medium | traffic_index: 54
route_id: a8041acb-e978-4a23-a0a3-a4a0a2cb9fa9 | origin_city: Chicago | destination_city: Tokyo | origin_country: United States | destination_country: Japan | origin_port: Port Houston | destination_port: Port of Osaka | distance_km: 6042.74 | average_transit_days: 14 | route_risk: Low | traffic_index: 41
route_id: fbdefd26-8b45-404c-81bf-129c28d91690 | origin_city: Osaka | destination_city: Dubai | origin_country: Japan | destination_country: UAE | origin_port: Port of Osaka | destination_port: Jebel Ali | distance_km: 4889.44 | average_transit_days: 9 | route_risk: Medium | traffic_index: 38
route_id: 53809903-5865-40d4-8747-93ab6c4d1462 | origin_city: Houston | destination_city: Amsterdam | origin_country: United States | destination_country: Netherlands | origin_port: Port Houston | destination_port: Port of Rotterdam | distance_km: 4523.55 | average_transit_days: 7 | route_risk: Medium | traffic_index: 44
route_id: 1df17630-1009-46e9-8a13-d14a69e03f1e | origin_city: Kolkata | destination_city: Tokyo | origin_country: India | destination_country: Japan | origin_port: Chennai Port | destination_port: Port of Yokohama | distance_km: 3437.76 | average_transit_days: 8 | route_risk: Low | traffic_index: 31
route_id: 457891a1-fb6f-4265-9b6f-83643e2d2002 | origin_city: Singapore | destination_city: Chicago | origin_country: Singapore | destination_country: United States | origin_port: Port of Singapore | destination_port: Port Newark | distance_km: 6891.88 | average_transit_days: 14 | route_risk: Low | traffic_index: 16
route_id: 5a73ca4a-6f45-4f29-8982-e91a7bbd99cc | origin_city: Shenzhen | destination_city: Rotterdam | origin_country: China | destination_country: Netherlands | origin_port: Shanghai Port | destination_port: Port of Rotterdam | distance_km: 5747.61 | average_transit_days: 10 | route_risk: Medium | traffic_index: 48
route_id: e564ea3a-94f0-4554-aae8-fcb60d2e9c6c | origin_city: Bremen | destination_city: Felixstowe | origin_country: Germany | destination_country: United Kingdom | origin_port: Port of Hamburg | destination_port: London Gateway | distance_km: 7002.1 | average_transit_days: 11 | route_risk: Low | traffic_index: 40
route_id: 2f80d618-bb55-47ba-a2d0-7ce69b6c0f8e | origin_city: Rotterdam | destination_city: Manchester | origin_country: Netherlands | destination_country: United Kingdom | origin_port: Port of Rotterdam | destination_port: Port of Felixstowe | distance_km: 5242.74 | average_transit_days: 8 | route_risk: High | traffic_index: 65
route_id: 8fac1c2f-48c2-4379-9ec7-df510f555e8b | origin_city: Amsterdam | destination_city: Tokyo | origin_country: Netherlands | destination_country: Japan | origin_port: Port of Rotterdam | destination_port: Port of Yokohama | distance_km: 3214.82 | average_transit_days: 6 | route_risk: Low | traffic_index: 30
route_id: 6c0f6d67-6a4f-4927-abb8-0e1806386ed4 | origin_city: Hamburg | destination_city: Shenzhen | origin_country: Germany | destination_country: China | origin_port: Bremerhaven | destination_port: Ningbo-Zhoushan | distance_km: 9115.26 | average_transit_days: 13 | route_risk: High | traffic_index: 67
route_id: b42dfef8-dc15-44b6-a43b-1309114ebb07 | origin_city: Amsterdam | destination_city: Rotterdam | origin_country: Netherlands | destination_country: Netherlands | origin_port: Port of Rotterdam | destination_port: Port of Rotterdam | distance_km: 1738.98 | average_transit_days: 6 | route_risk: Low | traffic_index: 25
route_id: d77cd0d6-8e48-453d-b11a-ad9941595e7f | origin_city: Los Angeles | destination_city: Abu Dhabi | origin_country: United States | destination_country: UAE | origin_port: Port Houston | destination_port: Jebel Ali | distance_km: 7986.51 | average_transit_days: 11 | route_risk: High | traffic_index: 69
route_id: 3e3bfcf7-a2ab-475d-a76e-9bff90cea559 | origin_city: Abu Dhabi | destination_city: Singapore | origin_country: UAE | destination_country: Singapore | origin_port: Khalifa Port | destination_port: Port of Singapore | distance_km: 7583.18 | average_transit_days: 12 | route_risk: Medium | traffic_index: 48
route_id: dc3c74af-5540-4f3d-ac56-5f8b1d69f14f | origin_city: Frankfurt | destination_city: Manchester | origin_country: Germany | destination_country: United Kingdom | origin_port: Port of Hamburg | destination_port: London Gateway | distance_km: 6647.43 | average_transit_days: 14 | route_risk: Low | traffic_index: 45
route_id: 1d338709-ca30-4026-83c2-7aecfd31a464 | origin_city: Incheon | destination_city: Amsterdam | origin_country: South Korea | destination_country: Netherlands | origin_port: Incheon Port | destination_port: Port of Rotterdam | distance_km: 3093.24 | average_transit_days: 4 | route_risk: High | traffic_index: 65
route_id: c902c152-e95a-445e-8358-7f612e99e36b | origin_city: Tokyo | destination_city: Houston | origin_country: Japan | destination_country: United States | origin_port: Port of Osaka | destination_port: Port Houston | distance_km: 3655.53 | average_transit_days: 5 | route_risk: Low | traffic_index: 28
route_id: 71b8dd49-08e7-4511-9f71-33aafd06bf75 | origin_city: Osaka | destination_city: London | origin_country: Japan | destination_country: United Kingdom | origin_port: Port of Osaka | destination_port: Port of Felixstowe | distance_km: 12197.0 | average_transit_days: 20 | route_risk: Low | traffic_index: 16
route_id: 10e0ddfc-a529-434a-b868-fdbdc17cb3a8 | origin_city: Osaka | destination_city: Incheon | origin_country: Japan | destination_country: South Korea | origin_port: Port of Yokohama | destination_port: Port of Busan | distance_km: 10541.68 | average_transit_days: 19 | route_risk: Low | traffic_index: 16
route_id: aeb5c27d-53a6-405e-b1dc-3770c417a41d | origin_city: Bremen | destination_city: Shanghai | origin_country: Germany | destination_country: China | origin_port: Port of Hamburg | destination_port: Ningbo-Zhoushan | distance_km: 3964.05 | average_transit_days: 5 | route_risk: Low | traffic_index: 18
route_id: 2bea1e8d-42fe-41ec-ae98-e6bdbff62796 | origin_city: Rotterdam | destination_city: Dubai | origin_country: Netherlands | destination_country: UAE | origin_port: Port of Rotterdam | destination_port: Khalifa Port | distance_km: 6986.78 | average_transit_days: 18 | route_risk: Medium | traffic_index: 38
