Sheet Name: Shipments

shipment_id: 5fd50c5c-973f-43bc-a629-06e4b5cd541b | booking_id: ALC-2025-100000 | customer_id: 8f429dcf-8ec1-414b-9ba1-3cf9bee03dd9 | product_id: aa603d29-62c7-4256-aebf-e03cd57b1bd4 | carrier_id: 0d6bede1-9f61-4459-bb5c-32013d10e53b | warehouse_id: ee447931-f470-45fb-8df5-ef1167dc7fda | route_id: 90686ae5-7c43-46dd-8742-7cdf4561089c | vehicle_id: 9bdb03eb-36f7-4356-b175-e4a30b38affa | customs_id: 4345ef94-48fe-47d0-a93d-e413e1efcd7b | weather_id: 3138bd22-56a2-45c2-8a9a-43da64e93cdd | booking_date: 2025-12-29 00:00:00 | ship_date: 2026-01-08 00:00:00 | expected_delivery_date: 2026-01-13 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 122.19 | volume_cbm: 37.42 | declared_value: 165766.99 | insurance: True | fragile: False
shipment_id: 22c1ae7c-bf9a-4ced-b94e-4b92d603bee2 | booking_id: ALC-2025-100198 | customer_id: 81e6ff3c-d356-4728-b5f5-10915d9eb117 | product_id: 00baed4c-db19-4c03-aea2-aa9ed11d3505 | carrier_id: 752618e9-3e81-4f2a-8a04-e427cf9d87bb | warehouse_id: 4620e530-7500-4721-a52a-a8878bee3e33 | route_id: c4b2b967-2fa7-4ab1-919f-7e46c8d7ea87 | vehicle_id: f2ae2145-3453-455c-a23a-da5ce4cf54ea | customs_id: 197b538e-a6db-4d83-aa2c-02aa0e0a2122 | weather_id: 1547c9c0-4843-490d-99ad-214266aa772c | booking_date: 2025-11-09 00:00:00 | ship_date: 2025-11-19 00:00:00 | expected_delivery_date: 2025-12-05 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: Low | weight_kg: 41137.08 | volume_cbm: 55.08 | declared_value: 84584.45 | insurance: False | fragile: True
shipment_id: e4418402-8271-48a7-9108-57f0006503e1 | booking_id: ALC-2026-100199 | customer_id: bf4faf5f-80bf-4e0e-bdd6-3d2ff665eef4 | product_id: 6c82a0f3-b74d-44c1-b39f-61c9fa2d1cbe | carrier_id: adc90e5f-99dd-4155-ae5d-26819f06d947 | warehouse_id: 030c1749-bbc3-44dc-9a75-c9ba6f31685c | route_id: 982a2108-9978-448b-8ecf-c47a661462f8 | vehicle_id: 8747bb8b-d025-4542-bcbd-fffb8cb056a6 | customs_id: f92bd686-b744-474c-a60b-d12ea6cb2a16 | weather_id: 7f9568e0-ea83-408e-b616-bade234ff13e | booking_date: 2026-01-26 00:00:00 | ship_date: 2026-02-04 00:00:00 | expected_delivery_date: 2026-02-12 00:00:00 | shipping_mode: Rail | shipment_type: Import | priority: Normal | weight_kg: 5701.5 | volume_cbm: 40.75 | declared_value: 107560.81 | insurance: True | fragile: False
shipment_id: 3295f6f1-d2db-47c8-a9c2-40599106d315 | booking_id: ALC-2025-100200 | customer_id: 19c5e1e9-d176-4715-bf34-679790a41b7d | product_id: 58304bd7-d743-4d0a-8f3b-8932c64f5fc1 | carrier_id: c9e65232-d74c-41e5-b588-eedd43de9740 | warehouse_id: 359cd623-5f7a-4944-82af-dd9780e8230c | route_id: 9885a38a-d2f4-46e5-8e43-0dde10a5e64f | vehicle_id: f6cf3bf5-00d5-454f-b820-82605751a15a | customs_id: 4310575b-c9a0-4d11-852f-5fae0c16406a | weather_id: c3ed0625-f23f-490f-be23-09c664b54e29 | booking_date: 2025-04-24 00:00:00 | ship_date: 2025-04-25 00:00:00 | expected_delivery_date: 2025-05-12 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: High | weight_kg: 23300.55 | volume_cbm: 57.13 | declared_value: 195774.62 | insurance: True | fragile: False
shipment_id: b55c0bf2-ead6-4676-8e87-5200d2573ca4 | booking_id: ALC-2025-100201 | customer_id: 2933b647-0014-482a-af2a-cbd93a2f7cea | product_id: b9502381-9e16-4bce-8718-d857dd08ca8d | carrier_id: 3b34765a-e9cd-484a-acf1-39bf5ceefeaa | warehouse_id: a0bec583-ec8e-41af-add4-e79f0c0ab819 | route_id: dea4ba49-fe5c-453f-97f0-070868a51e1b | vehicle_id: 58a0a36b-8404-408d-9f5a-58e8d3e461c6 | customs_id: 5b4e3d5d-baf6-47cc-87bd-5c5e681fcbf5 | weather_id: a8985544-d976-475c-97c3-8e073cf2650b | booking_date: 2025-05-18 00:00:00 | ship_date: 2025-05-21 00:00:00 | expected_delivery_date: 2025-06-05 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 47599.5 | volume_cbm: 59.45 | declared_value: 186353.13 | insurance: False | fragile: False
shipment_id: c9c8a427-a278-4961-96ad-2e7a775ed64b | booking_id: ALC-2025-100202 | customer_id: 24e79d8f-3be5-4287-87e4-7d631d6e386d | product_id: 8883eb2e-e1f8-4e7f-a0d6-50e441e0da9d | carrier_id: 0e9ef55c-097e-4ec3-99e1-71f4e88accf2 | warehouse_id: 259c72c4-87dc-40b5-9fea-f77b9e19decb | route_id: 6f8e7b0e-ff05-486b-9e01-220c13a8d5c4 | vehicle_id: 739c1a8a-9707-4cb9-ace5-5329b0821886 | customs_id: 01e76e70-0668-431b-80b0-255a0b50dc49 | weather_id: 31cb8cfd-0c8c-41c5-9351-7fd71c01b807 | booking_date: 2025-05-09 00:00:00 | ship_date: 2025-05-10 00:00:00 | expected_delivery_date: 2025-05-30 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: High | weight_kg: 41764.8 | volume_cbm: 60.28 | declared_value: 42218.12 | insurance: True | fragile: False
shipment_id: 038d3101-7801-4f1f-a577-99bc612662b0 | booking_id: ALC-2025-100203 | customer_id: b75c9885-23c4-491a-852c-35c4355b5809 | product_id: 3c35db49-84a2-48ea-a1df-e850a4ceb119 | carrier_id: 715c5504-e865-46f7-8326-a9efe4727739 | warehouse_id: a506a372-e5b2-483a-bcd9-4c50ffbc3155 | route_id: 95f25640-00de-4cb1-9383-73407014b47e | vehicle_id: 5f539432-dc21-4589-8baf-e796065c9018 | customs_id: a68fcb54-f666-404c-b321-9e29b532aa7a | weather_id: a793ba43-7024-4104-b222-c47bbb78a228 | booking_date: 2025-10-17 00:00:00 | ship_date: 2025-10-21 00:00:00 | expected_delivery_date: 2025-10-31 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: Urgent | weight_kg: 42841.4 | volume_cbm: 2.83 | declared_value: 134298.87 | insurance: True | fragile: False
shipment_id: b05a4f2f-5f8a-4c0d-ba7c-3b366ed5d134 | booking_id: ALC-2025-100204 | customer_id: c6393eaf-a129-4095-8b4a-1f13c37de0fe | product_id: 1e16eb2a-ca2c-4432-8fb4-9f97e6eaa444 | carrier_id: 215770f2-8553-4528-8e0d-58e2ded17d8c | warehouse_id: fb04c74b-8380-4583-9490-abde7297f5f7 | route_id: 5b1c9745-13bf-49f1-b9f1-2fb63f3ea6e6 | vehicle_id: 7655c36b-0184-434e-8b66-c45a86949a9a | customs_id: bc0d78a0-101e-4c5e-ba78-aa347ec7fc93 | weather_id: b8f24afb-71e5-47a5-a105-99f2eed78ce6 | booking_date: 2025-02-14 00:00:00 | ship_date: 2025-02-20 00:00:00 | expected_delivery_date: 2025-02-24 00:00:00 | shipping_mode: Rail | shipment_type: Import | priority: Normal | weight_kg: 26886.28 | volume_cbm: 13.24 | declared_value: 189768.91 | insurance: True | fragile: False
shipment_id: a81e1f03-50c9-4c40-9e35-60133fbe8993 | booking_id: ALC-2025-100205 | customer_id: 6a474021-8dac-43d8-b326-263a3ca8ee0a | product_id: 3a977c46-a8b5-46b0-831e-39c9ef95d5e3 | carrier_id: 0c973f19-e346-4037-92c4-d0af37dbc1f1 | warehouse_id: 7dac7ec3-ce4b-4f06-9a7f-1e7295ea7f35 | route_id: 649d3eb4-1bf9-4f2e-b143-07d745eaaf09 | vehicle_id: ca438d99-4434-4905-8202-7a54d9244353 | customs_id: 447f6bf1-a02f-43ca-a848-4497b21511c9 | weather_id: 28cf410b-db3a-4e47-b9e6-bd4df74b3cdf | booking_date: 2025-07-28 00:00:00 | ship_date: 2025-07-29 00:00:00 | expected_delivery_date: 2025-08-09 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Urgent | weight_kg: 9229.12 | volume_cbm: 28.95 | declared_value: 103987.6 | insurance: True | fragile: False
shipment_id: f5e4fd3a-1b7c-47eb-9eca-8feceeb829cd | booking_id: ALC-2025-100206 | customer_id: e81b8226-4d1f-4706-b89f-f638f0092ae5 | product_id: bd380cb7-afe7-4f9a-a8cc-7c34eb3169f8 | carrier_id: 57e41e20-243a-48f7-b660-8d656eceab4d | warehouse_id: 0c51fb98-b4b8-4ca1-836a-8f9b0c6a7902 | route_id: 966795ea-30e0-4eee-9b55-85009f3b4e2a | vehicle_id: b4794957-5a3e-4040-8703-149ab50d2fea | customs_id: b195600b-e9fe-4c7f-aafb-8472834c8cf7 | weather_id: 785156e3-2ecd-401a-bd54-76a7d7db1b54 | booking_date: 2025-03-11 00:00:00 | ship_date: 2025-03-14 00:00:00 | expected_delivery_date: 2025-03-28 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: Normal | weight_kg: 44817.57 | volume_cbm: 50.95 | declared_value: 93598.2 | insurance: False | fragile: True
shipment_id: 1b9f8284-2406-4b4d-b926-cb319c239d7c | booking_id: ALC-2025-100207 | customer_id: 5adae57e-4c4d-4212-b5ff-7b90b5000f18 | product_id: 6af793f5-5649-45aa-8e16-5c3f8352c2f0 | carrier_id: b2e71e6a-b401-4bde-af82-a9dca6e66579 | warehouse_id: 686018e7-d15f-45e8-8cb5-acd233e403fd | route_id: 27a533e1-f53f-4971-9658-71a5eeee8fc9 | vehicle_id: 4d10dd52-5fb8-4f87-b848-f8a26f221390 | customs_id: b0bb68a5-abc1-4b61-8c46-05f66d61ce33 | weather_id: d24fb892-58d2-4c60-ba18-c84c577057b5 | booking_date: 2025-03-24 00:00:00 | ship_date: 2025-03-26 00:00:00 | expected_delivery_date: 2025-03-29 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: High | weight_kg: 1476.64 | volume_cbm: 4.85 | declared_value: 151264.48 | insurance: True | fragile: False
shipment_id: c79bf452-704a-4eb7-a204-e467763e93cc | booking_id: ALC-2025-100208 | customer_id: 2824c9c1-0334-4bbd-ab6a-92482b80958f | product_id: da9559bc-e0ae-46ea-b30e-dc191ac05251 | carrier_id: 27fc2f87-f031-40eb-a2c4-8bf7928ebc9d | warehouse_id: 14f6cf04-023d-4807-887f-3de7d095eb8d | route_id: 70377ad6-6025-4ad0-9085-2e1a08e88d75 | vehicle_id: d5782ede-c61a-466c-9a51-2ee86eacd9c5 | customs_id: 859bfb4e-8a52-40cb-9aa4-5b7df1d7e415 | weather_id: 02712b5d-3ec5-4f7a-932c-0a518897de9d | booking_date: 2025-02-16 00:00:00 | ship_date: 2025-02-26 00:00:00 | expected_delivery_date: 2025-03-10 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: Low | weight_kg: 37662.24 | volume_cbm: 9.1 | declared_value: 178301.97 | insurance: True | fragile: False
shipment_id: fb2b0ad3-459f-447e-9a92-b81d44f54c11 | booking_id: ALC-2025-100209 | customer_id: 33610ce7-5574-4db4-a16f-0824f7a55d4f | product_id: 8dfce1d9-05b8-4086-955d-a878cf67b79e | carrier_id: dc1fe947-ff2e-435b-959f-8dedb96dede9 | warehouse_id: fcea54a8-7d2f-4361-b50f-6090c9ccc42f | route_id: 4a985c79-af07-40c7-bff8-3f20208a5a52 | vehicle_id: 0b14f5f4-66fa-4554-b6ef-82c13ca52635 | customs_id: 2c16f5d2-e930-448e-bba6-2b026b5770e5 | weather_id: 25bb4401-285f-409c-bcec-ce447669ab7d | booking_date: 2025-03-28 00:00:00 | ship_date: 2025-03-29 00:00:00 | expected_delivery_date: 2025-04-15 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: High | weight_kg: 12682.37 | volume_cbm: 74.81 | declared_value: 120721.93 | insurance: False | fragile: False
shipment_id: f3fa3976-d1c5-47d3-8946-c21a6c76d41a | booking_id: ALC-2025-100210 | customer_id: 895dfbd2-56a0-4e7c-9bdd-bb48b762d522 | product_id: 53018d48-bee4-4764-8a5e-51078108299c | carrier_id: 7928f92d-39e4-48c5-af07-87284fcce146 | warehouse_id: 29bfaec7-0ca0-4aeb-8e02-a231da6ecdae | route_id: 050b9231-8bfa-4150-8e61-47621d3cc48a | vehicle_id: 40c0489d-9e40-4e44-9a6a-e92c666b5590 | customs_id: 0bb8c2f8-4b9e-4fda-9610-d8b52a0059d4 | weather_id: 5ab3c568-afec-4167-a290-134590560867 | booking_date: 2025-11-06 00:00:00 | ship_date: 2025-11-16 00:00:00 | expected_delivery_date: 2025-11-23 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 16886.88 | volume_cbm: 32.45 | declared_value: 80215.18 | insurance: True | fragile: False
shipment_id: b040a429-1b63-4479-bcb3-ea5cfd204218 | booking_id: ALC-2025-100211 | customer_id: 2fdd5d3b-8406-43f6-974d-5727b789d4fc | product_id: e387ee7c-2e72-4f21-88c8-a7b4cd661ab4 | carrier_id: 2ba81e5f-da07-407a-b0d7-8c279a05c8b2 | warehouse_id: ed2c9022-3c7d-4763-85af-09a536722d1d | route_id: 571c0976-f64a-47bd-b281-25b5022a7c07 | vehicle_id: 76537e02-1363-4282-9346-a321115af4db | customs_id: 379cf662-6af9-467c-907c-0e37b58a2b90 | weather_id: cbbf9d08-1269-4c9c-86eb-fa7e75d311a0 | booking_date: 2025-04-30 00:00:00 | ship_date: 2025-05-02 00:00:00 | expected_delivery_date: 2025-05-15 00:00:00 | shipping_mode: Road | shipment_type: Export | priority: Normal | weight_kg: 43974.6 | volume_cbm: 54.46 | declared_value: 105974.09 | insurance: False | fragile: False
shipment_id: caf4e0b6-073d-414b-9d1f-4423ca93bd84 | booking_id: ALC-2025-100212 | customer_id: 1c1cf341-083e-4ec5-a0f3-dc4bf5f858c6 | product_id: b2dfbd9f-a7ff-4eae-8a93-9f5f71c18148 | carrier_id: c4da7f4e-dcb2-4145-b14b-5cc9347e8fbd | warehouse_id: f34551ce-33f2-4ee7-9254-95f55f5ea116 | route_id: 853a24b1-c478-4a72-867d-4b868fd13b11 | vehicle_id: 64ac7c11-7cce-4fee-bb53-13025bdafc41 | customs_id: 59870e94-6cde-42ad-a9d1-5b69257802f8 | weather_id: e0084047-38da-42b4-b7e9-3367a1cb5341 | booking_date: 2025-10-25 00:00:00 | ship_date: 2025-11-03 00:00:00 | expected_delivery_date: 2025-11-12 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: Normal | weight_kg: 405.44 | volume_cbm: 44.14 | declared_value: 154529.65 | insurance: False | fragile: False
shipment_id: 06e565e7-5ade-458b-ab7e-de2d5c681dd4 | booking_id: ALC-2025-100213 | customer_id: 5a94cff6-5a4a-4426-b61c-7fb25c14c470 | product_id: ae35689e-b630-447e-83e4-402ff7735433 | carrier_id: 9e3ab32a-4da7-4704-8d69-dff8ab9ddff7 | warehouse_id: 0701110b-d9ad-418d-8005-4fcae714ba96 | route_id: ce7923b4-af5e-4658-883d-942a9bb186a0 | vehicle_id: 238ddb3d-50b4-4d0d-9f62-cfd6e52392ab | customs_id: 2c78ef7e-bf6b-40b6-a495-8d7a3b425a23 | weather_id: 7850d21d-329d-4f00-96d8-b6cbf0abd136 | booking_date: 2025-07-20 00:00:00 | ship_date: 2025-07-26 00:00:00 | expected_delivery_date: 2025-08-08 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: High | weight_kg: 11427.08 | volume_cbm: 17.34 | declared_value: 78443.28 | insurance: True | fragile: False
shipment_id: 99b5f75d-5fa0-4d8e-b106-e2948b61ede8 | booking_id: ALC-2025-100214 | customer_id: 4a7e35a8-d313-4f88-9225-533a6947593b | product_id: 0997ed7a-86ad-41b4-8872-e6399a0f9cc1 | carrier_id: a08fd702-3558-4019-b86f-26bb51fb3e9d | warehouse_id: 5217e1ea-4652-4491-b9e0-340623ca4f61 | route_id: 39fa2ad3-38d2-45b9-a55e-6c04765d9d58 | vehicle_id: efe0f589-dae7-45af-9774-a7526af6ba15 | customs_id: 1412247d-683f-45a4-96ad-3b0b8ebf4d5a | weather_id: 934f60d1-3034-40bf-b042-a5d3d7265869 | booking_date: 2025-09-13 00:00:00 | ship_date: 2025-09-15 00:00:00 | expected_delivery_date: 2025-09-21 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Low | weight_kg: 16798.4 | volume_cbm: 37.62 | declared_value: 113362.85 | insurance: True | fragile: True
shipment_id: 7117e469-db61-4cf9-8fbe-60391adaf72e | booking_id: ALC-2025-100215 | customer_id: 6fe477cc-7a0e-4680-a684-9c341bb43a1d | product_id: 78c39e6d-cc3d-42bc-b8ae-f7178ff7fac5 | carrier_id: 03a8e339-dd9c-4df4-a6ea-2586cb7eeca0 | warehouse_id: 8f0d1de1-ba56-488e-8052-028f01a22ecc | route_id: 9c142111-71bb-409c-ba9d-a83f5156c3f3 | vehicle_id: 68fd014f-72f6-4cea-9ffd-b55be4be3b99 | customs_id: 8293f144-4f7b-4f13-a427-ba3abaf0f175 | weather_id: 96575144-d7b6-435e-b899-92f720e9e67d | booking_date: 2025-08-03 00:00:00 | ship_date: 2025-08-04 00:00:00 | expected_delivery_date: 2025-08-17 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: High | weight_kg: 13449.66 | volume_cbm: 31.13 | declared_value: 17349.31 | insurance: False | fragile: False
shipment_id: f3c12d9a-121a-4b7d-a902-032c26eb36bf | booking_id: ALC-2025-100216 | customer_id: 33b6f05a-25cc-4f7d-99b4-0a08c9dfdb7a | product_id: 4bef37d6-30d3-45e8-bd8a-64ead630d184 | carrier_id: 3e5906d9-12b9-4c4e-8005-fbd33eebe85c | warehouse_id: 9ac86f47-fb06-4f53-8d83-739bbd611a8a | route_id: 8fd6cf4d-8aab-4260-a3e4-0d1ba8e78ac9 | vehicle_id: 37007a4d-fc8e-4cf5-9031-c63c021b073d | customs_id: ab999f6d-3eea-4693-a145-3dd49a2f5785 | weather_id: 090736c5-5a60-443d-a41a-253f1d864e82 | booking_date: 2025-10-04 00:00:00 | ship_date: 2025-10-12 00:00:00 | expected_delivery_date: 2025-11-07 00:00:00 | shipping_mode: Rail | shipment_type: Import | priority: High | weight_kg: 3980.6 | volume_cbm: 60.05 | declared_value: 6634.45 | insurance: False | fragile: False
shipment_id: 29f47205-c7d9-48ab-a318-64dccb2bebd7 | booking_id: ALC-2025-100217 | customer_id: 4691c3a2-bee5-4ed0-87fb-9fe622a5cb79 | product_id: 6eaa82e1-ab59-4732-a011-7d3bfe6a4874 | carrier_id: c9111c85-160d-4466-ada1-e040e7873843 | warehouse_id: 92d4b440-816f-4201-a9ec-b494a5947541 | route_id: 89f70d3d-4f22-4358-b23d-ada3f598b65d | vehicle_id: d1083d27-c50b-46aa-8691-df4aca650d60 | customs_id: 02961f65-bfaf-4767-a453-360d6e71d921 | weather_id: 148f9770-012f-47f9-9631-0e73a5a2cecd | booking_date: 2025-06-19 00:00:00 | ship_date: 2025-06-20 00:00:00 | expected_delivery_date: 2025-06-25 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: Normal | weight_kg: 14966.8 | volume_cbm: 22.77 | declared_value: 225945.41 | insurance: False | fragile: False
shipment_id: ec0940a7-f781-4402-ac47-c0a4f3d6dbbc | booking_id: ALC-2026-100218 | customer_id: d8635c18-aba1-401f-baa1-fb295ae4b167 | product_id: 0b72a3f8-5d77-4c6a-b988-09b64f2ac8c5 | carrier_id: eb18a7da-3613-4b25-9272-ad0bd9dfec2b | warehouse_id: 13367c66-dccb-4fc3-af02-b50d92de18fd | route_id: 2a23972d-4a31-4365-bbad-7d1bcb31c4f4 | vehicle_id: f2a9348a-6d6b-4d4c-96a6-0f3643e42ea9 | customs_id: 5b9bc4ad-0166-40cf-a2a9-cdd09fc0313f | weather_id: 83b6140c-504e-4098-9466-61a5370c38f8 | booking_date: 2026-02-12 00:00:00 | ship_date: 2026-02-19 00:00:00 | expected_delivery_date: 2026-02-28 00:00:00 | shipping_mode: Road | shipment_type: Export | priority: Normal | weight_kg: 1939.77 | volume_cbm: 57.03 | declared_value: 12159.38 | insurance: True | fragile: False
shipment_id: ff95a715-cb67-49ea-a206-6a63b96bf6cd | booking_id: ALC-2025-100219 | customer_id: 7832975b-a59d-4e3f-9b7c-273da2ce1cbe | product_id: 8c980118-c9a9-4e74-977d-b7e0e49730c1 | carrier_id: 4079374e-3f87-4787-99e3-430116c0d9e9 | warehouse_id: bdc55e39-9c8f-4f31-a13f-62c81701e9bd | route_id: cf5a9816-bae3-414b-9104-f4f5f04bcff0 | vehicle_id: 118ca5dd-540c-4f27-b109-fc8c3322f13a | customs_id: a11d67e4-1c7e-4874-ac68-0d15d786f878 | weather_id: df83c156-c8d4-4385-ad34-294d3fae262e | booking_date: 2025-03-04 00:00:00 | ship_date: 2025-03-07 00:00:00 | expected_delivery_date: 2025-03-12 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 46207.5 | volume_cbm: 31.45 | declared_value: 237561.51 | insurance: True | fragile: False
shipment_id: 50f28279-c5e7-4d70-9b80-eb65249ba74f | booking_id: ALC-2025-100220 | customer_id: 39b09c3c-407e-428d-8a8a-9e3f604874d0 | product_id: 2344e163-69f8-4c27-929d-90838d639ab1 | carrier_id: caf950ae-effd-4613-ac85-2716469f64c4 | warehouse_id: 4ef5eab5-5676-4023-90bf-26b8b5c0be65 | route_id: 7e426038-305a-4f92-8c3e-1784aaddc3d7 | vehicle_id: 7f2ebf30-f033-4f6d-9f3e-a57b1beb5b3a | customs_id: 81fad945-e4c4-4f7c-8b09-aaef004b4859 | weather_id: 4ffa78f9-271b-4e29-a0ed-dd8cfabec144 | booking_date: 2025-01-03 00:00:00 | ship_date: 2025-01-07 00:00:00 | expected_delivery_date: 2025-01-18 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Low | weight_kg: 11230.4 | volume_cbm: 57.39 | declared_value: 228772.85 | insurance: True | fragile: False
shipment_id: 58d34108-7c91-4fe1-9fdf-fe63185cd132 | booking_id: ALC-2025-100221 | customer_id: f625f049-c755-4227-8541-b04a2613b180 | product_id: a39e28dc-6120-4056-923c-96ecb6ffd496 | carrier_id: 53e36fa8-aab3-4c35-8df5-2debacb90267 | warehouse_id: ee2856c1-d9f2-419a-8f07-69add8819dc2 | route_id: 6e81b9d1-d0d8-488b-99df-91c92ec33081 | vehicle_id: efed62f6-884f-4297-be31-41fdc6cdac4c | customs_id: 4345ef94-48fe-47d0-a93d-e413e1efcd7b | weather_id: b995349d-6693-4352-aaf2-8d990c2dda46 | booking_date: 2025-07-07 00:00:00 | ship_date: 2025-07-17 00:00:00 | expected_delivery_date: 2025-07-29 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Urgent | weight_kg: 661.84 | volume_cbm: 24.42 | declared_value: 67298.08 | insurance: True | fragile: False
shipment_id: b45bcd4b-bf0c-4212-a88c-5f0b6d2822f5 | booking_id: ALC-2025-100222 | customer_id: 95df59ff-a653-4e6f-8950-135f46fd3774 | product_id: edfc65c4-7e40-4871-b2d6-c7736ff822d5 | carrier_id: d50dd7f5-705e-4138-9691-6000cc85d507 | warehouse_id: 8913bc52-90a8-4f94-8c2f-f0a9daafc3a1 | route_id: 58651cd0-64da-436c-8d9c-750e671e3b1c | vehicle_id: 30e7928c-fe13-49b4-95f3-4ec79c5c7379 | customs_id: e0be2631-7b73-431d-99dd-5cb9e725e440 | weather_id: d02747b4-0984-4837-96c5-e97f5347e164 | booking_date: 2025-04-04 00:00:00 | ship_date: 2025-04-08 00:00:00 | expected_delivery_date: 2025-04-14 00:00:00 | shipping_mode: Air | shipment_type: Export | priority: Normal | weight_kg: 2953.6 | volume_cbm: 9.86 | declared_value: 14031.46 | insurance: False | fragile: False
shipment_id: 91155d0e-2100-45cb-afa5-81d0235e6b76 | booking_id: ALC-2025-100223 | customer_id: f5fdc7cf-ef0a-4992-b025-e17f669e694c | product_id: 6ebe2b2c-0624-4e06-8030-a474f6c9a2d2 | carrier_id: 11ddb394-c20e-4368-90c9-91eaa3b24ed1 | warehouse_id: edbc2494-0136-4c98-8282-b036569d7429 | route_id: ab55006a-dac6-4968-9c05-87786d40bf46 | vehicle_id: 17fa50b3-051b-40b5-82f2-c8d18a6fbbfe | customs_id: fb7f3f99-66be-4eb4-8cad-bbff12d3dae7 | weather_id: cd49005a-590a-4f24-a9da-f1e76ef3dd4e | booking_date: 2025-10-02 00:00:00 | ship_date: 2025-10-06 00:00:00 | expected_delivery_date: 2025-10-23 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: Normal | weight_kg: 16414.64 | volume_cbm: 10.43 | declared_value: 102073.94 | insurance: True | fragile: True
shipment_id: 6b06f232-022f-4f3b-b6d2-a1f5d78e5950 | booking_id: ALC-2025-100224 | customer_id: fa1342d2-c508-41a3-90fb-91ee9ce3149b | product_id: a0a648a7-cc83-4672-b2f3-6153d455b13d | carrier_id: b6488af3-a340-484c-81bb-5cadf07d4221 | warehouse_id: 1833337b-9d3a-4020-9306-96353604cef3 | route_id: 930998a6-7e37-405f-b457-40d2d06ec356 | vehicle_id: dc66224d-45fb-4c06-8b96-12f53e08422b | customs_id: f3085505-7e16-4e2c-8c98-11cf78fd087b | weather_id: fd71304b-2ab6-484f-8498-0ac6173d04cb | booking_date: 2025-04-12 00:00:00 | ship_date: 2025-04-19 00:00:00 | expected_delivery_date: 2025-04-23 00:00:00 | shipping_mode: Road | shipment_type: Export | priority: Normal | weight_kg: 14943.12 | volume_cbm: 18.49 | declared_value: 134623.59 | insurance: True | fragile: True
shipment_id: 82c3277f-b0e2-4998-8b0e-209ba9cd30c6 | booking_id: ALC-2025-100225 | customer_id: 629dae57-d517-4672-aff1-6673723c2cb6 | product_id: 887aa64f-734e-4852-9160-edbe4d098063 | carrier_id: c18aaaaf-1375-42c4-984a-a56b58275adf | warehouse_id: 4eab2946-d0d3-446e-b645-3fe08a9317d8 | route_id: 3fee7039-efca-41c1-b0c5-6579dfad300d | vehicle_id: 85e0363d-b6fb-4d82-b42a-1f5b4c5222d2 | customs_id: a6374141-08b3-4033-9d51-fb032c7f98ba | weather_id: 91192526-e5fd-42b9-9ca3-ab2eac85c2cb | booking_date: 2025-08-23 00:00:00 | ship_date: 2025-09-01 00:00:00 | expected_delivery_date: 2025-09-10 00:00:00 | shipping_mode: Road | shipment_type: Export | priority: High | weight_kg: 1452.96 | volume_cbm: 9.65 | declared_value: 177484.97 | insurance: True | fragile: True
shipment_id: d206e4b6-dfd3-4542-a3bc-70099c2ee186 | booking_id: ALC-2025-100226 | customer_id: 3982b4b7-c92a-4187-8a52-33012a480131 | product_id: d3ac35a9-eaca-4445-b606-ce8801e501ec | carrier_id: ef597890-6594-4a71-a0c0-7966d88ad91f | warehouse_id: 017aab7f-f151-45a4-9c76-8d588926a830 | route_id: 7f505159-ac0b-4643-bd44-9ee944bc18b1 | vehicle_id: 93a7aabe-0341-42cc-b7cf-c04b8f7cec7a | customs_id: f8b11bf7-0325-4883-9cf4-9e67e3026a6d | weather_id: 0ada72dc-5012-4269-919b-3e51975283ab | booking_date: 2025-10-07 00:00:00 | ship_date: 2025-10-12 00:00:00 | expected_delivery_date: 2025-10-17 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: High | weight_kg: 1658.52 | volume_cbm: 42.07 | declared_value: 35950.09 | insurance: False | fragile: False
