Sheet Name: Shipment_Delivery_History

history_id: 09a35845-c050-47bf-badb-06bc4fb95131 | shipment_id: 5fd50c5c-973f-43bc-a629-06e4b5cd541b | actual_delivery_date: 2026-01-13 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: f60e64a4-6af4-48d5-b6b1-394b2f1b10b3 | shipment_id: 61f2c270-64e3-4be6-9963-657d1c04fd80 | actual_delivery_date: 2025-12-08 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: 6bdac148-5d55-41e9-8731-25a4277baa9f | shipment_id: 2e24a20b-49a6-4ca3-94c7-0358da79df3e | actual_delivery_date: 2026-01-31 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 5dd06a95-6a98-4338-ba71-f45bf975376a | shipment_id: 34f6686c-74ad-49e2-8d2e-da5e4fb9e87b | actual_delivery_date: 2026-04-26 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 2650059f-6cc1-470d-8277-8392d1763b32 | shipment_id: 2d6f5ec2-9dce-426f-b33f-25b3513d321d | actual_delivery_date: 2026-01-24 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: c0e83644-76eb-4cce-b698-28e5bbee8fb4 | shipment_id: 18115411-9115-48e9-95af-0bc81707c34d | actual_delivery_date: 2026-04-11 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: b4eee8ca-405c-4f6d-a101-f4604b703eda | shipment_id: c3575440-3ee0-43f3-9660-28a08fc8d075 | actual_delivery_date: 2025-12-25 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 0c62252b-0381-42ec-b520-08885f7640f9 | shipment_id: ee60dd3a-332f-4294-8367-902ed43a177c | actual_delivery_date: 2025-02-27 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: c3d4bf90-1f3f-437f-8ac5-61e0c54b85ae | shipment_id: 87396045-618e-4dd8-be6d-78754c8ce73b | actual_delivery_date: 2026-01-26 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 0e3fabe4-f2ab-4ab7-b1d2-2cc08257ad21 | shipment_id: fd13bf46-f6a0-4edf-ab5d-07c1bb91744e | actual_delivery_date: 2025-02-12 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 0ed9160e-b7a9-4f19-a2a8-1bb230ede881 | shipment_id: a152ff68-0488-45d5-ba89-d29fbbe597ce | actual_delivery_date: 2025-06-04 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: c0b9df30-4be1-430d-a30a-82c87550bb90 | shipment_id: 6a1df52b-f0df-4067-a29f-d8090bf5af22 | actual_delivery_date: 2025-09-20 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: c71dbdf6-8903-49b8-b075-5adafefc02a7 | shipment_id: 9a989701-a34e-4c94-b3a6-102c3471eeaf | actual_delivery_date: 2025-09-24 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: ef65422b-8917-44c9-9b64-5a6b8e45bfed | shipment_id: 77fde519-5cf4-4831-b2c4-37ddcf794487 | actual_delivery_date: 2026-02-17 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 3cb46688-47f6-484a-bc6f-12d9e3309bb7 | shipment_id: 76e8f41a-bca6-428c-9f2d-132a391b87fd | actual_delivery_date: 2026-01-22 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 144bb37d-7afb-48d0-937f-b622fc82d9de | shipment_id: 7daf7530-6027-4144-b9e8-4e4f490e4d40 | actual_delivery_date: 2025-02-14 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: fefeecdc-6b25-4468-80da-213d91841b49 | shipment_id: 5e6fa349-3501-446e-8c1e-68226c315987 | actual_delivery_date: 2025-12-09 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: b646e91f-51be-47cc-be50-fb36862b6ea3 | shipment_id: 1cf0766b-71eb-49ca-b28a-eb29c0873182 | actual_delivery_date: 2025-11-30 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 970826fa-197a-429a-82a9-ff4d10abc6f6 | shipment_id: 920eedde-f0aa-4114-b995-2ad96dfc40d5 | actual_delivery_date: 2025-09-18 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: f8260187-af0d-4739-8e18-9df69340903f | shipment_id: b7998177-df09-44ce-9742-94c72f378f94 | actual_delivery_date: 2025-03-29 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 0d6e365d-5c63-423e-8bbd-db61a93663b7 | shipment_id: a5b0414e-3c92-434b-9d9c-3052f06aea81 | actual_delivery_date: 2025-02-25 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: b64b0770-e753-4395-a497-7141c4d3e6ac | shipment_id: ca1dab4b-5fb6-41ed-8081-26b82306318c | actual_delivery_date: 2025-08-10 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 60205afb-8018-410e-a5bc-fde699a32a38 | shipment_id: 96afc5d6-339c-4e86-a871-049252a493df | actual_delivery_date: 2025-11-19 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 3bdcbbac-1083-4246-b188-ec68e5f0a593 | shipment_id: c6eb433d-e78a-43c0-af42-85183150fc57 | actual_delivery_date: 2026-03-30 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: 50615ab5-f91b-4470-9a99-8a04a4807b85 | shipment_id: 01c1b788-7b0e-4bf2-a6f6-d062993d4769 | actual_delivery_date: 2025-09-22 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: 0655234c-d408-4bfb-909e-579c68ad1cfb | shipment_id: 980b6f94-9145-4a93-8522-9849bcfc9dca | actual_delivery_date: 2025-08-01 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 70366f99-370a-4dd9-b375-a60f88e0258f | shipment_id: 08869d6f-a268-413f-9320-a49e3cb78fc4 | actual_delivery_date: 2025-10-01 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 2c823048-90c4-4a50-af9a-fb2cdcd09d1a | shipment_id: f80093de-3f88-4944-a4fa-55d59949a599 | actual_delivery_date: 2025-01-23 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: b63dc67d-ff20-4023-9c6a-9ddfd4b745e8 | shipment_id: 254ab5da-8df2-4b7a-9cca-06727036e5cb | actual_delivery_date: 2025-06-26 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 3f3eb5f9-adc3-4d9a-8850-fcbe50ab09cb | shipment_id: 32489434-bcee-44e4-8bec-bda630393d53 | actual_delivery_date: 2025-04-02 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 0df0e03d-3e92-44d2-9e73-8fdf6bbb2c3e | shipment_id: d45fadd9-ed05-46c9-adec-9f61301d3aa1 | actual_delivery_date: 2026-03-31 00:00:00 | delivery_status: Delayed | delivery_attempts: 1
history_id: 1fd48fee-5580-4fdf-a067-43d0585f4ba3 | shipment_id: 9f202ddb-1d23-4101-b1d1-f261534a4285 | actual_delivery_date: 2026-02-21 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 01293682-a322-4807-9f9c-96f5b0569355 | shipment_id: 7e601a9a-64a9-446c-b4ce-6ecd3ff12af5 | actual_delivery_date: 2025-07-14 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 8748687a-1823-487f-b2e7-a6231fe83d5f | shipment_id: 58ddb5f0-69d2-4ee6-a20f-d7f697fa75f6 | actual_delivery_date: 2026-01-29 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 754a3e16-c724-4830-a2a0-10ee4ad7619e | shipment_id: 6a891459-c491-4ec6-a147-80e373b715f3 | actual_delivery_date: 2025-05-09 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 8b76f8ad-efa4-4970-a64c-3211b1f9f69c | shipment_id: a6d446ca-8783-4397-b978-1eef09820a75 | actual_delivery_date: 2025-07-27 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 452df0f2-8acf-4d58-b4f7-fe67c08c48e8 | shipment_id: 080618bb-bd3a-4d83-8968-51cc8c9659a4 | actual_delivery_date: 2026-01-11 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 20089d26-1538-4cf3-893e-23812f191ac6 | shipment_id: 6e41a51f-22b8-40f0-bd44-4e09d3382b42 | actual_delivery_date: 2025-12-14 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: a5051e90-91ab-4c3d-9662-040118508646 | shipment_id: c693c000-2841-4ece-9817-6c7cab27a8f5 | actual_delivery_date: 2025-03-10 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 8792004f-e691-437a-b73e-856d920b73ec | shipment_id: 23906ba6-6571-4547-b59d-fd6c290fddab | actual_delivery_date: 2025-02-01 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 756a24bb-4cb9-4216-b5d7-d007d5df3da8 | shipment_id: 8b95bfa2-b129-44ec-98d4-503dca821e9c | actual_delivery_date: 2025-06-02 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 86e2c14c-3d2b-4eb6-b50c-539fa82e0dbc | shipment_id: 4cf1220c-5b26-4736-9801-39a9aff12d74 | actual_delivery_date: 2026-04-20 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 5223dd5d-d6a7-4798-a57f-dce54426e1a9 | shipment_id: 94768442-014b-4d38-9e5f-7a2e6ad65498 | actual_delivery_date: 2025-06-02 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: ec9d57cc-4bf6-4bd2-8db0-e4b34561bf4a | shipment_id: c49e012e-9e8d-4238-a9f1-f24588f6d9c1 | actual_delivery_date: 2025-09-16 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 2f5dd010-a20e-48cb-a4e4-422b52bba3e8 | shipment_id: 3bf221cb-d1be-4809-b6ea-a93aacb88e6a | actual_delivery_date: 2025-05-09 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 16c781a6-bab2-4cf1-a9ef-b7531757df96 | shipment_id: e9d12fe6-7103-420b-8688-cf06877955ff | actual_delivery_date: 2026-02-27 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 5de996ff-b6e6-429c-bb7e-56c71146cf0e | shipment_id: c1217444-9968-4a09-852d-b2b3a630cf93 | actual_delivery_date: 2025-11-01 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: bbf2250b-f637-4dd8-af71-fade5c027dc5 | shipment_id: 74ce4d2f-5429-47fc-95e2-37c8cecb24f1 | actual_delivery_date: 2025-07-31 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 6fc46733-b9ae-4fd7-a041-4c39124c30bd | shipment_id: d76b3729-aabd-471e-bf23-60a763059bd8 | actual_delivery_date: 2025-10-22 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 61aa6990-fa85-42b3-9100-bdbd46617f83 | shipment_id: 906f2b72-ab68-44c0-9471-4af96a8d6d34 | actual_delivery_date: 2026-02-28 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 87ceb8bd-2c17-46ee-b696-04727fcca115 | shipment_id: ef88af2d-f5b0-416c-bb7d-ab719effed12 | actual_delivery_date: 2025-09-07 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 67766c8f-5d88-4a93-8003-7590ccdfaa10 | shipment_id: 08873061-795c-4462-bb5c-bb8c91c67761 | actual_delivery_date: 2025-07-10 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 3901420c-2831-4de6-9ba9-3f5aaf4f63e2 | shipment_id: 2899a519-b6f9-444c-a568-1fb7f39da967 | actual_delivery_date: 2026-01-15 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: d81adf17-97b8-4386-8c13-4529bd43cb7d | shipment_id: c9f19391-7bef-49ec-872a-e084565e1e39 | actual_delivery_date: 2025-08-05 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: b9c94d5a-d1ca-444a-b5e8-4a7718396643 | shipment_id: d692e396-e4b0-4fca-90b5-daa67a1d7b66 | actual_delivery_date: 2025-01-12 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 8490dafd-3d8b-45e8-a8c8-4e9eb90f95da | shipment_id: ed2b5c96-c87b-4d70-8854-aa90cbd59114 | actual_delivery_date: 2025-09-20 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: e35a6374-6a3e-4cd8-b6d1-642867b32edc | shipment_id: 9045c75a-9a4e-44ce-ab27-fa71997ce59b | actual_delivery_date: 2025-04-10 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 761884e2-b6d3-4330-9a77-1875f0dff9a9 | shipment_id: acc8da3b-3060-429a-bc2c-47cbc9bb539c | actual_delivery_date: 2025-01-24 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 5b4f94b3-1393-441b-a8ed-9182f7ce02b6 | shipment_id: 1a0f710c-dab2-4283-b6ee-584e4e7bbd18 | actual_delivery_date: 2026-01-24 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: dc2b0abf-a7ab-432a-8adc-929d7b4c992b | shipment_id: f6d4ee21-78df-48ee-94ad-266c891cdd46 | actual_delivery_date: 2025-09-18 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 4f6c269b-8f2c-4b10-a406-eb252016acd1 | shipment_id: e92d065d-285e-4074-97bc-4c55cf41518c | actual_delivery_date: 2025-10-02 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: c878ba24-bc61-444d-bdb1-367bad652de5 | shipment_id: 9baff9fd-593f-4f8e-aba8-fc2d2c29fa4b | actual_delivery_date: 2025-03-17 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: dd2888e2-92fb-437f-bf78-0f47a6f6bf62 | shipment_id: e9b5b3f4-aa2c-4035-ad9f-9702a622a7cc | actual_delivery_date: 2025-10-24 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: a1af7f2b-c895-4131-a551-39a7557fad36 | shipment_id: 9c5ae4cd-b619-4db5-a5c2-e5c72f7d69ef | actual_delivery_date: 2026-04-12 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 0be68632-3017-4e9a-824e-23df7c31a3b7 | shipment_id: d5421d38-1b69-47bb-85f5-61720502e7a2 | actual_delivery_date: 2026-01-07 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 37f4fcfb-7091-4bbb-a982-9916866e114c | shipment_id: d008f4bb-56db-4f65-a539-63c576db1995 | actual_delivery_date: 2025-09-11 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 8b67e15d-fda4-42c7-b80f-cf74ad279913 | shipment_id: 817ed612-91f1-4b31-8ec1-40db739201ba | actual_delivery_date: 2026-04-09 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: d8065e3d-af30-40c3-b4d2-8f07b655e9af | shipment_id: 45dd0c58-75bf-4429-bebf-e209f82b348d | actual_delivery_date: 2025-02-26 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: e656b0a5-6560-456f-ba2e-d360fa4c7738 | shipment_id: 34477e51-24e6-435a-853f-125d7bf4a16b | actual_delivery_date: 2025-06-08 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 808b4696-c6c9-45bc-bc72-f315c07b84dc | shipment_id: 69fa3b64-d477-4536-b533-63d212f695cc | actual_delivery_date: 2025-09-15 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 567817ff-79ba-4ba8-8291-b2040ad13dc9 | shipment_id: e1076682-6a3a-4590-921b-557c53a4470f | actual_delivery_date: 2025-05-31 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 615b4e19-8132-42c5-bf57-4555df6fa3ca | shipment_id: b6379fc9-8393-46ad-9e65-e1df89fbc823 | actual_delivery_date: 2025-03-24 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 41782c34-36d7-43cb-b688-42c03ee50579 | shipment_id: 996b738f-6fd6-4525-9b98-d6f6d7052aa7 | actual_delivery_date: 2025-05-08 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 1ce0c4d2-514f-4ca7-993d-18c621e19c4e | shipment_id: 69cc6d93-978b-4098-8fbf-27f52369c397 | actual_delivery_date: 2026-01-24 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 880274fb-bf84-4e8f-be4a-4b43fb99f344 | shipment_id: f716b299-76d9-4fb3-911e-ccd7cecb7b97 | actual_delivery_date: 2025-05-07 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: d60d5989-d789-4f0a-ace2-cf6cb3519b0e | shipment_id: 9685c29b-7800-401a-beed-fd38beaac200 | actual_delivery_date: 2026-01-17 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 993a3cad-3bd6-49e1-b064-33131c12e193 | shipment_id: 7dcf382b-1554-4232-911a-f8a0835674db | actual_delivery_date: 2025-01-16 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: eb3e0a19-8eab-4dbf-9413-634863dc8740 | shipment_id: 1bc2e837-3ea2-445b-a045-17f81b247476 | actual_delivery_date: 2025-10-24 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: b3c8075c-0976-49ba-8c6f-afb1f451e1ad | shipment_id: b3c51cf8-935b-4b46-b836-34bb99ff8315 | actual_delivery_date: 2026-01-27 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: ffcac298-4674-41b9-93cd-7deef854a22a | shipment_id: 2b7663b2-4d2b-473c-8a3e-51cbf45cc922 | actual_delivery_date: 2025-08-03 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: dfdd4a79-6140-4fbd-8d83-0bce2a9e5709 | shipment_id: a6f00597-ca93-415e-b68b-44142f5cc06e | actual_delivery_date: 2025-07-21 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: e33b7543-2c17-4fd5-8d4f-5a5aeb054af2 | shipment_id: 4f9f98ba-feff-4971-8f22-19c23523c672 | actual_delivery_date: 2025-05-03 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: b1250674-3c70-4063-952a-023e76ad1b3c | shipment_id: bbb3fddb-8e0f-43d4-a406-925068629bca | actual_delivery_date: 2026-03-09 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: bdd2cabd-c717-440c-b48c-a4702ef00da5 | shipment_id: 1976b763-31ae-4fe2-bb7b-e7cb1d8e62fc | actual_delivery_date: 2026-02-24 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: 9eaff1b6-2716-4a7b-b5ab-8e48bf788ee2 | shipment_id: f120f7bd-f96a-46a7-9ba1-790fa6bd4bc5 | actual_delivery_date: 2025-03-18 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 970181e1-9758-4254-891c-d75973c09ead | shipment_id: 15c27545-97c2-4e31-875d-9e06f5f480a4 | actual_delivery_date: 2026-02-10 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 76ff0768-1957-45a6-ae75-cda11bb2d631 | shipment_id: 315d574d-7073-4b3e-84ac-b5ee4acf1d07 | actual_delivery_date: 2025-09-20 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: e1a595ca-7006-486e-afab-fb6cf46aa068 | shipment_id: 131e9e47-ce11-465d-bca0-ecd0fc31fba1 | actual_delivery_date: 2025-09-03 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: 4ab97e2d-90a4-44da-9b36-42f2fb99387a | shipment_id: 64afd10e-f35f-49bd-b30d-a887a8cd6b71 | actual_delivery_date: 2026-01-04 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: ac2ff594-ea9e-4c25-a469-6be536dc939b | shipment_id: af8902b9-da57-4576-be13-111ba507e616 | actual_delivery_date: 2025-04-17 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: 1249ea41-5ab3-4693-923a-4849b7bb0e7a | shipment_id: a679c03f-d95b-4ad6-aac6-a28c7fb80f8c | actual_delivery_date: 2025-01-28 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 78ee5d22-604d-4859-88c7-f6d4700bdb5d | shipment_id: a51c0615-3e7a-41ff-a8ad-c2fb52fe1d48 | actual_delivery_date: 2025-06-02 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: fc4ee3b4-6c16-4289-8282-d46e0e936b85 | shipment_id: 6dd59b90-6563-462d-b02a-05f9def63f0b | actual_delivery_date: 2025-12-10 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 5c46f6d0-b44e-481d-b004-1eb058eee717 | shipment_id: c2acede0-2478-46cd-82d8-40566982387a | actual_delivery_date: 2025-07-12 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 5a235f56-7eeb-475f-a963-0e2a175cda26 | shipment_id: 933c8051-cce0-4edb-aafb-819d928d00fd | actual_delivery_date: 2025-12-21 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 9f8241fb-8aa8-4a40-90d6-6c27172eff5f | shipment_id: 1c8aa273-16cd-460a-8177-72ffed8c17fc | actual_delivery_date: 2025-06-22 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: 2f0c8279-56f4-4f92-a3ec-d1dbc4c3b20b | shipment_id: f29104c1-9533-481c-b5d3-2ea9c167141b | actual_delivery_date: 2025-06-08 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: bd3b3616-7b39-4bcd-a1ea-16bc94ebde24 | shipment_id: 4b29c4de-9f84-4818-b997-a9ba9b58f213 | actual_delivery_date: 2025-04-18 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 8be1cbbb-31cb-4bc5-9fb6-4048c03d6238 | shipment_id: ee190ee2-f016-4f1e-976e-9142c72410a7 | actual_delivery_date: 2025-09-04 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: 7db95e8f-9a77-4804-af50-7b03b1e4ae89 | shipment_id: 93437a0f-ceb4-4a56-9924-36bd84330d33 | actual_delivery_date: 2025-04-24 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 5a64b195-4ac1-4c1c-a848-ef0ad3643c2f | shipment_id: 6ad39e71-b02b-454d-b7db-45dd3c0feb1f | actual_delivery_date: 2025-02-02 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 00899bb8-f8d4-4590-a958-0eaded79e287 | shipment_id: 5b3bf3f2-061c-426d-8e91-e5636ee5375b | actual_delivery_date: 2026-03-19 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 402c498f-2965-4887-847b-83df396d2451 | shipment_id: 711907f3-edc0-4c4e-9bab-459419c06e7d | actual_delivery_date: 2026-01-23 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: b85e08c0-f756-4137-bd80-f8e867aa49b2 | shipment_id: 38e40f30-c7a2-48cc-b373-f1792e3cfdf4 | actual_delivery_date: 2025-12-31 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: d82774f1-0167-4139-bed0-d4fe4e155de5 | shipment_id: 88bb7d1a-6844-437a-8652-20313fa417b4 | actual_delivery_date: 2026-01-25 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: aac516dd-dda3-451d-a84e-5c2c8b2ecad0 | shipment_id: f4093c39-ceff-4c0f-ae44-c6756843e661 | actual_delivery_date: 2025-04-25 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: a11fa94b-8953-4c90-80fa-ac5b2c5f71f6 | shipment_id: 7300aece-3d1b-4e84-80b8-73b6de72b959 | actual_delivery_date: 2025-11-26 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: cc373bea-25b2-4b1a-9428-710de0bb1c68 | shipment_id: b5d95dad-f93d-420d-9714-849df4886e5b | actual_delivery_date: 2025-05-08 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
