Sheet Name: AI_Model_Registry

model_id: a417fe1f-d2f3-4f5c-a87b-c37ba769653f | model_name: document-intelligence | model_version: v1.6.6 | model_type: Anomaly | training_dataset_version: exim-ds-2024-01 | artifact_uri: s3://allcargo-exim-models/anomaly/457c928958ba | deployment_status: Testing
model_id: 093e9310-bd80-4a80-9f80-a3b1f4f29212 | model_name: delay-risk-classifier | model_version: v3.6.9 | model_type: LLM | training_dataset_version: exim-ds-2026-01 | artifact_uri: s3://allcargo-exim-models/llm/1f7b52e418a8 | deployment_status: Production
model_id: a2f31bc8-36bf-4156-b1ef-083937c4c9de | model_name: document-intelligence | model_version: v2.3.8 | model_type: NLP | training_dataset_version: exim-ds-2024-11 | artifact_uri: s3://allcargo-exim-models/nlp/3b012e08959b | deployment_status: Production
model_id: c95f180b-dc7a-4baf-9850-0ff6bcac96de | model_name: risk-summary-llm | model_version: v2.1.6 | model_type: Classifier | training_dataset_version: exim-ds-2024-08 | artifact_uri: s3://allcargo-exim-models/classifier/4594cf56c876 | deployment_status: Testing
model_id: 8f3d8f0e-10b8-42e2-b330-54ed0c9a61d8 | model_name: delay-risk-classifier | model_version: v1.0.3 | model_type: NLP | training_dataset_version: exim-ds-2026-08 | artifact_uri: s3://allcargo-exim-models/nlp/1775265dc804 | deployment_status: Draft
model_id: 6896d5f4-aaa8-4640-ab87-54180fb258fd | model_name: anomaly-detector | model_version: v1.5.7 | model_type: LLM | training_dataset_version: exim-ds-2024-02 | artifact_uri: s3://allcargo-exim-models/llm/ec34268789e5 | deployment_status: Testing
model_id: 389547b9-1c49-4437-b677-3db01cb4bde1 | model_name: delay-risk-classifier | model_version: v2.4.8 | model_type: NLP | training_dataset_version: exim-ds-2025-02 | artifact_uri: s3://allcargo-exim-models/nlp/99ae7e0b501a | deployment_status: Production
model_id: 2a412633-ee01-468e-8bac-ace26fc716d1 | model_name: anomaly-detector | model_version: v2.4.8 | model_type: Classifier | training_dataset_version: exim-ds-2026-06 | artifact_uri: s3://allcargo-exim-models/classifier/5e2bc6c365aa | deployment_status: Production
model_id: 68f87681-fcc5-4730-9b00-b2c574f1cd5c | model_name: document-intelligence | model_version: v4.0.5 | model_type: LLM | training_dataset_version: exim-ds-2024-10 | artifact_uri: s3://allcargo-exim-models/llm/706b3e55e276 | deployment_status: Retired
model_id: 62a457a8-3a28-45bf-a2c9-0d9e88249836 | model_name: document-intelligence | model_version: v4.7.0 | model_type: Classifier | training_dataset_version: exim-ds-2026-10 | artifact_uri: s3://allcargo-exim-models/classifier/49189036dd4b | deployment_status: Production
model_id: ae068539-5534-4dcb-808c-73bd7286392e | model_name: eta-regressor | model_version: v3.6.5 | model_type: NLP | training_dataset_version: exim-ds-2026-09 | artifact_uri: s3://allcargo-exim-models/nlp/4e532c3e5693 | deployment_status: Production
model_id: 6a91e921-ddcf-4260-8c32-c525d288d88c | model_name: document-intelligence | model_version: v1.9.5 | model_type: NLP | training_dataset_version: exim-ds-2024-01 | artifact_uri: s3://allcargo-exim-models/nlp/a7310e80bb45 | deployment_status: Production
model_id: ade31fa3-90f7-4117-8a1e-a1f72b6aafc4 | model_name: anomaly-detector | model_version: v2.7.7 | model_type: Classifier | training_dataset_version: exim-ds-2025-01 | artifact_uri: s3://allcargo-exim-models/classifier/48f11da2bf1d | deployment_status: Production
model_id: 8c086041-11a1-4ac3-a345-1614c9d31f4a | model_name: risk-summary-llm | model_version: v4.7.5 | model_type: NLP | training_dataset_version: exim-ds-2025-01 | artifact_uri: s3://allcargo-exim-models/nlp/b18d875e67ba | deployment_status: Production
model_id: 8df2f42d-44df-4691-8bd4-ee1334d5cb79 | model_name: risk-summary-llm | model_version: v1.1.7 | model_type: Classifier | training_dataset_version: exim-ds-2025-09 | artifact_uri: s3://allcargo-exim-models/classifier/993a2fbf4e35 | deployment_status: Production
model_id: 94553960-ce20-4c72-9e1b-6a1ecb7d2058 | model_name: delay-risk-classifier | model_version: v4.2.4 | model_type: Classifier | training_dataset_version: exim-ds-2024-03 | artifact_uri: s3://allcargo-exim-models/classifier/7754dfcb4b74 | deployment_status: Draft
model_id: 68e1b653-437a-4100-986e-f3cdf55744f1 | model_name: document-intelligence | model_version: v2.8.2 | model_type: NLP | training_dataset_version: exim-ds-2025-11 | artifact_uri: s3://allcargo-exim-models/nlp/f402e2486bbf | deployment_status: Testing
model_id: db4d0195-e95a-4d12-8cc5-a5ae7d825fb6 | model_name: delay-risk-classifier | model_version: v4.5.5 | model_type: NLP | training_dataset_version: exim-ds-2024-06 | artifact_uri: s3://allcargo-exim-models/nlp/e4d602741389 | deployment_status: Testing
model_id: 83177eb1-852b-4b57-b1e5-edca247cbaa8 | model_name: anomaly-detector | model_version: v3.6.4 | model_type: Anomaly | training_dataset_version: exim-ds-2026-01 | artifact_uri: s3://allcargo-exim-models/anomaly/3066dac363f5 | deployment_status: Draft
model_id: 719eb922-e266-4fb7-b846-3b154e0a214d | model_name: document-intelligence | model_version: v1.1.1 | model_type: LLM | training_dataset_version: exim-ds-2024-05 | artifact_uri: s3://allcargo-exim-models/llm/11816df12621 | deployment_status: Testing
model_id: f02ed6f8-74d5-44f4-b2af-6421d4fbaf6a | model_name: delay-risk-classifier | model_version: v4.6.8 | model_type: NLP | training_dataset_version: exim-ds-2026-01 | artifact_uri: s3://allcargo-exim-models/nlp/141d6ae69b1f | deployment_status: Production
model_id: b413db27-b35e-4401-b90a-2a2c5b06f99e | model_name: delay-risk-classifier | model_version: v2.3.4 | model_type: Classifier | training_dataset_version: exim-ds-2026-02 | artifact_uri: s3://allcargo-exim-models/classifier/9af08ffdefd6 | deployment_status: Production
model_id: f46576ff-8dc9-4313-80ce-ee53ab740ab1 | model_name: delay-risk-classifier | model_version: v1.9.1 | model_type: Regressor | training_dataset_version: exim-ds-2025-10 | artifact_uri: s3://allcargo-exim-models/regressor/954101f65471 | deployment_status: Production
model_id: 20074484-4e6b-468d-84e1-a4be609eb2af | model_name: delay-risk-classifier | model_version: v1.6.2 | model_type: Classifier | training_dataset_version: exim-ds-2025-10 | artifact_uri: s3://allcargo-exim-models/classifier/a26097a158cb | deployment_status: Testing
model_id: 6c2abe09-a746-429e-a272-9bccb0e17121 | model_name: anomaly-detector | model_version: v1.4.3 | model_type: Regressor | training_dataset_version: exim-ds-2026-12 | artifact_uri: s3://allcargo-exim-models/regressor/f2725be2f920 | deployment_status: Testing
model_id: 6303ffcc-7c3e-4696-9425-60cd5c9376a7 | model_name: document-intelligence | model_version: v3.1.1 | model_type: Regressor | training_dataset_version: exim-ds-2026-09 | artifact_uri: s3://allcargo-exim-models/regressor/7cc78092c826 | deployment_status: Testing
model_id: 0d8919db-b420-48e5-a88d-98cb8c4cde18 | model_name: document-intelligence | model_version: v4.1.0 | model_type: Classifier | training_dataset_version: exim-ds-2026-10 | artifact_uri: s3://allcargo-exim-models/classifier/7b57442b9c02 | deployment_status: Retired
model_id: ecfed45b-0bbd-4c9d-a4ca-20dd0e9b79a6 | model_name: delay-risk-classifier | model_version: v1.7.7 | model_type: Classifier | training_dataset_version: exim-ds-2025-09 | artifact_uri: s3://allcargo-exim-models/classifier/856234e2fa31 | deployment_status: Draft
model_id: 3d9d2e0c-e7c0-4687-9968-4604a98149f8 | model_name: anomaly-detector | model_version: v1.3.3 | model_type: LLM | training_dataset_version: exim-ds-2025-03 | artifact_uri: s3://allcargo-exim-models/llm/88059faf8a87 | deployment_status: Draft
model_id: d2347d05-0728-422f-8884-3da7dcfb2cf7 | model_name: delay-risk-classifier | model_version: v4.8.3 | model_type: LLM | training_dataset_version: exim-ds-2026-09 | artifact_uri: s3://allcargo-exim-models/llm/f12c5b35b807 | deployment_status: Draft
model_id: b656f3a9-45dc-48da-817a-059c793cc3bd | model_name: eta-regressor | model_version: v3.9.3 | model_type: Classifier | training_dataset_version: exim-ds-2024-02 | artifact_uri: s3://allcargo-exim-models/classifier/c06de88e2a3c | deployment_status: Production
model_id: 8cc5bf51-1d96-4488-9c8f-7e629fe1d1b7 | model_name: document-intelligence | model_version: v1.7.1 | model_type: Anomaly | training_dataset_version: exim-ds-2026-07 | artifact_uri: s3://allcargo-exim-models/anomaly/27a2ea927827 | deployment_status: Testing
model_id: a3fcd29b-2ecd-43bb-976d-3c2b79b9c468 | model_name: risk-summary-llm | model_version: v4.6.1 | model_type: Classifier | training_dataset_version: exim-ds-2025-05 | artifact_uri: s3://allcargo-exim-models/classifier/ca096f67663c | deployment_status: Production
model_id: fc7a2573-b016-4948-a05a-4d5041ca319c | model_name: risk-summary-llm | model_version: v3.8.6 | model_type: Classifier | training_dataset_version: exim-ds-2026-12 | artifact_uri: s3://allcargo-exim-models/classifier/71fcfe2df2ea | deployment_status: Production
model_id: 9bb49505-e3d0-4f77-9bd9-c8af25598819 | model_name: risk-summary-llm | model_version: v3.9.2 | model_type: Classifier | training_dataset_version: exim-ds-2024-10 | artifact_uri: s3://allcargo-exim-models/classifier/b9a3318f3883 | deployment_status: Production
model_id: a7e5f607-cb0d-4b70-b00e-87694df4a399 | model_name: eta-regressor | model_version: v4.7.2 | model_type: Anomaly | training_dataset_version: exim-ds-2025-06 | artifact_uri: s3://allcargo-exim-models/anomaly/2c3f1c913c18 | deployment_status: Testing
model_id: 85440484-6b35-4eac-bfc4-f6d14be72362 | model_name: anomaly-detector | model_version: v4.2.2 | model_type: Regressor | training_dataset_version: exim-ds-2026-10 | artifact_uri: s3://allcargo-exim-models/regressor/e8db60a2576a | deployment_status: Retired
model_id: bb2cda57-7e4c-41a1-9e97-893386e270ac | model_name: delay-risk-classifier | model_version: v2.2.9 | model_type: Classifier | training_dataset_version: exim-ds-2026-12 | artifact_uri: s3://allcargo-exim-models/classifier/8ed96f0980c7 | deployment_status: Draft
model_id: 0e827582-958b-4732-bc86-92d7c4a01cfc | model_name: anomaly-detector | model_version: v3.3.8 | model_type: Regressor | training_dataset_version: exim-ds-2024-08 | artifact_uri: s3://allcargo-exim-models/regressor/f7823034203f | deployment_status: Draft
model_id: 28e5826d-36de-4be5-8e24-4b2adc633914 | model_name: delay-risk-classifier | model_version: v4.7.8 | model_type: LLM | training_dataset_version: exim-ds-2026-05 | artifact_uri: s3://allcargo-exim-models/llm/0c128449471f | deployment_status: Production
model_id: 9753b206-a7c0-4b35-8aa6-643ac38219b4 | model_name: eta-regressor | model_version: v1.3.5 | model_type: Classifier | training_dataset_version: exim-ds-2025-02 | artifact_uri: s3://allcargo-exim-models/classifier/da8cff098bab | deployment_status: Draft
model_id: ea09e6ea-5701-4928-88cc-ca2b15b50ee7 | model_name: eta-regressor | model_version: v1.9.7 | model_type: NLP | training_dataset_version: exim-ds-2024-02 | artifact_uri: s3://allcargo-exim-models/nlp/f2df0a034a66 | deployment_status: Production
model_id: 2169c932-2af9-4000-85f5-5bd59cc3d6b3 | model_name: anomaly-detector | model_version: v1.3.4 | model_type: Anomaly | training_dataset_version: exim-ds-2026-06 | artifact_uri: s3://allcargo-exim-models/anomaly/8a39246b2301 | deployment_status: Production
model_id: 9362c7af-7e44-4cc4-99fe-6d52448240fe | model_name: document-intelligence | model_version: v2.5.3 | model_type: Classifier | training_dataset_version: exim-ds-2026-09 | artifact_uri: s3://allcargo-exim-models/classifier/80ada8603131 | deployment_status: Production
model_id: 23a0e842-0ddc-43be-84bf-562bd5630648 | model_name: risk-summary-llm | model_version: v3.5.4 | model_type: Regressor | training_dataset_version: exim-ds-2026-06 | artifact_uri: s3://allcargo-exim-models/regressor/c31856b9ff9b | deployment_status: Testing
model_id: 87cc5efe-a0dd-4a5f-9c2a-db3e0f8b3009 | model_name: eta-regressor | model_version: v3.0.0 | model_type: NLP | training_dataset_version: exim-ds-2024-02 | artifact_uri: s3://allcargo-exim-models/nlp/de2104e9c302 | deployment_status: Retired
model_id: 9409555b-160f-4fca-b186-4e5531a8a94a | model_name: document-intelligence | model_version: v1.9.0 | model_type: Classifier | training_dataset_version: exim-ds-2024-06 | artifact_uri: s3://allcargo-exim-models/classifier/2847a66b2f10 | deployment_status: Production
model_id: 3c081c7f-2abb-4b60-8a80-cc61ad46fa43 | model_name: risk-summary-llm | model_version: v3.2.1 | model_type: Regressor | training_dataset_version: exim-ds-2026-10 | artifact_uri: s3://allcargo-exim-models/regressor/73ba94725931 | deployment_status: Testing
model_id: 14ac79cd-405c-4d1b-baa8-5e18d8e0a4da | model_name: risk-summary-llm | model_version: v4.6.8 | model_type: Classifier | training_dataset_version: exim-ds-2024-10 | artifact_uri: s3://allcargo-exim-models/classifier/49a23471ccb4 | deployment_status: Production
model_id: c1ecb455-0928-48b3-a651-d684e2d055cc | model_name: anomaly-detector | model_version: v3.2.9 | model_type: NLP | training_dataset_version: exim-ds-2025-08 | artifact_uri: s3://allcargo-exim-models/nlp/00dad7a2e8a0 | deployment_status: Draft
model_id: da35bf1f-0ebb-4ac3-a51e-3022bff51534 | model_name: anomaly-detector | model_version: v4.7.2 | model_type: LLM | training_dataset_version: exim-ds-2025-01 | artifact_uri: s3://allcargo-exim-models/llm/f711471c8f3d | deployment_status: Production
model_id: 2b3a78fa-91b8-4808-b1a3-1f4a24cd490a | model_name: eta-regressor | model_version: v1.6.8 | model_type: Regressor | training_dataset_version: exim-ds-2025-05 | artifact_uri: s3://allcargo-exim-models/regressor/f2d45c9f66e6 | deployment_status: Retired
model_id: 93e71d0e-f64f-411a-8d92-3513d6854ba5 | model_name: risk-summary-llm | model_version: v4.9.3 | model_type: Regressor | training_dataset_version: exim-ds-2024-01 | artifact_uri: s3://allcargo-exim-models/regressor/ada7792256d6 | deployment_status: Production
model_id: aee79421-7c50-49b0-be39-4a5e0601862f | model_name: eta-regressor | model_version: v3.4.2 | model_type: Classifier | training_dataset_version: exim-ds-2025-08 | artifact_uri: s3://allcargo-exim-models/classifier/9d548c49d196 | deployment_status: Production
model_id: 2e1fa069-ad34-4fe5-a112-e7965a2fea68 | model_name: risk-summary-llm | model_version: v1.4.7 | model_type: Classifier | training_dataset_version: exim-ds-2026-06 | artifact_uri: s3://allcargo-exim-models/classifier/6930d8de99b3 | deployment_status: Retired
model_id: a0f063ea-cb8d-4f18-a412-135f3e424a04 | model_name: risk-summary-llm | model_version: v2.0.7 | model_type: Anomaly | training_dataset_version: exim-ds-2026-02 | artifact_uri: s3://allcargo-exim-models/anomaly/bd0f1bafb832 | deployment_status: Draft
model_id: e9de840b-cbc3-4f85-8220-8c85735a3361 | model_name: anomaly-detector | model_version: v3.3.7 | model_type: Regressor | training_dataset_version: exim-ds-2026-12 | artifact_uri: s3://allcargo-exim-models/regressor/5f03a78a0d2c | deployment_status: Testing
model_id: 9b0e11ad-238f-47d3-a1de-3b5dad58f1b8 | model_name: eta-regressor | model_version: v4.2.8 | model_type: Classifier | training_dataset_version: exim-ds-2025-01 | artifact_uri: s3://allcargo-exim-models/classifier/087ca661e680 | deployment_status: Draft
model_id: 51b45344-9d93-4adf-bae5-9c712eca511d | model_name: risk-summary-llm | model_version: v2.7.0 | model_type: NLP | training_dataset_version: exim-ds-2025-01 | artifact_uri: s3://allcargo-exim-models/nlp/2e6d4242686e | deployment_status: Retired
model_id: 2c43c116-f87f-4cee-adb7-0f54fa87e790 | model_name: delay-risk-classifier | model_version: v4.8.9 | model_type: Anomaly | training_dataset_version: exim-ds-2024-12 | artifact_uri: s3://allcargo-exim-models/anomaly/fbd3ea63d4a5 | deployment_status: Testing
model_id: 426e7de4-1567-4fc2-acc4-f32f27cfaa06 | model_name: delay-risk-classifier | model_version: v1.5.8 | model_type: Classifier | training_dataset_version: exim-ds-2025-09 | artifact_uri: s3://allcargo-exim-models/classifier/2c1b3b239ec9 | deployment_status: Retired
model_id: 4e28c4f6-0a9b-4498-bde1-fc6f96f2a022 | model_name: anomaly-detector | model_version: v1.9.7 | model_type: Classifier | training_dataset_version: exim-ds-2025-01 | artifact_uri: s3://allcargo-exim-models/classifier/e4baa02426f0 | deployment_status: Retired
model_id: e5d1bf74-d65f-442c-9e38-7db8a91cd63e | model_name: eta-regressor | model_version: v3.1.0 | model_type: Anomaly | training_dataset_version: exim-ds-2024-05 | artifact_uri: s3://allcargo-exim-models/anomaly/0f1138f48229 | deployment_status: Draft
model_id: 12e50b98-8f12-4d04-a693-94afec65e3e1 | model_name: document-intelligence | model_version: v3.0.2 | model_type: Classifier | training_dataset_version: exim-ds-2025-12 | artifact_uri: s3://allcargo-exim-models/classifier/aec97a9ebc7f | deployment_status: Production
model_id: d70ee536-d5a9-4c38-a8a0-bc6c7768105a | model_name: anomaly-detector | model_version: v3.7.2 | model_type: LLM | training_dataset_version: exim-ds-2025-11 | artifact_uri: s3://allcargo-exim-models/llm/f3e31edb04f8 | deployment_status: Draft
